unix,open,high,low,close,volume,MA_20,EMA_20,RSI,macd,macdsignal,macdhist
1595422800000,243.25,243.7,243.06,243.67,12565.72237,244.0785,243.3762188581153,54.20181609920124,0.412111056393087,0.6761279789078054,-0.2640169225147184
1595426400000,243.68,244.57,242.73,244.47,19675.37948,243.99649999999997,243.48038849067572,58.6810029948877,0.45775692879249164,0.6324537688847427,-0.17469684009225106
1595430000000,244.47,245.1,243.9,244.56,21176.75,243.959,243.58320863442088,59.16486566941415,0.495482248435394,0.6050594647948729,-0.10957721635947892
1595433600000,244.56,244.7,243.45,243.5,15654.29734,243.8775,243.5752840025713,51.51346179793741,0.43483419689141556,0.5710144112141815,-0.13618021432276595
1595437200000,243.49,244.99,243.46,244.75,14850.22189,243.875,243.68716171661214,58.35331137193679,0.4820776414436807,0.5532270572600814,-0.07114941581640066
1595440800000,244.75,245.31,244.3,244.82,14834.54533,243.8965,243.7950510769348,58.704628609648125,0.5191820194667116,0.5464180497014074,-0.027236030234695785
1595444400000,244.82,245.74,244.57,245.17,16798.641,243.87550000000002,243.92599859341723,60.4988791676232,0.5702560248184909,0.5511856447248241,0.019070380093666794
1595448000000,245.19,246.11,244.73,245.67,18655.80486,243.94850000000002,244.09209396547274,62.973886474410094,0.6436586669052815,0.5696802491609156,0.07397841774436587
1595451600000,245.68,247.55,245.22,247.45,28334.5308,244.094,244.41189454018962,70.14542906457957,0.8358270199145466,0.6229096033116418,0.21291741660290475
1595455200000,247.46,269.61,246.98,262.48,254538.99589,245.0085,246.13266648874298,89.18813608947438,2.175835535578045,0.9334947897649225,1.2423407458131228
1595458800000,262.48,265.39,262.25,263.74,71781.09913,245.973,247.809555394577,89.77684299531708,3.3014167312052507,1.4070791780529883,1.8943375531522624
1595462400000,263.75,266.01,263.15,264.32,51388.08442,247.0105,249.38197869033158,90.0455373325842,4.191927163890881,1.9640487752205669,2.227878388670314
1595466000000,264.33,265.77,262.88,265.43,30967.58503,248.0955,250.91036167220474,90.55705497028836,4.930396281648683,2.55731827650619,2.373078005142493
1595469600000,265.43,265.54,263.38,263.52,35785.82095,249.09199999999996,252.11127960818524,82.68373420763244,5.3004174276794345,3.105938106740839,2.1944793209385955
1595473200000,263.52,264.17,263.07,263.77,27932.97025,250.16799999999998,253.22163393121522,82.89338240229543,5.549859437502079,3.594722372893087,1.9551370646089916
1595476800000,263.77,263.86,262.61,263.4,23320.09192,251.21949999999998,254.19100212824236,81.32409488296354,5.652529280667949,4.006283754448059,1.6462455262198894
1595480400000,263.4,263.41,259.7,262.02,53298.24974,252.17350000000002,254.93662097317164,75.57717233041036,5.558466858297379,4.3167203752179235,1.2417464830794556
1595484000000,262.02,262.82,261.85,262.72,23653.5682,253.13000000000002,255.67789516620292,76.48492213526077,5.4772673324139305,4.548829766657125,0.9284375657568056
1595487600000,262.72,263.07,262.05,262.46,17122.83027,254.05749999999998,256.3238099122788,75.36446097219313,5.330489728574577,4.705161759040616,0.6253279695339611
1595491200000,262.45,264.56,262.16,264.56,40049.7072,255.12399999999997,257.10820896825226,78.14882721730396,5.3222680762380605,4.828583022480105,0.49368505375795557
1595494800000,264.57,264.63,263.0,263.83,33113.368,256.13199999999995,257.7483795427044,74.97650192276156,5.196940364849212,4.9022544909539265,0.29468587389528533
1595498400000,263.83,264.44,263.01,263.6,23144.40268,257.0885,258.30567672911354,73.95784218764578,5.021177168007796,4.9260390263647,0.09513814164309586
1595502000000,263.6,264.36,262.67,264.25,24106.1176,258.073,258.87180275491227,74.99192297222235,4.878101419280085,4.916451504947777,-0.038350085667691935
1595505600000,264.26,265.55,263.62,263.96,43379.26933,259.096,259.3563929687302,73.58796654741262,4.687280232450348,4.870617250448292,-0.18333701799794344
1595509200000,263.97,265.09,263.85,264.85,26222.17222,260.101,259.8795936383749,75.12698645314306,4.555357305647021,4.807565261488038,-0.2522079558410164
1595512800000,264.85,270.0,261.85,264.78,102952.61201,261.099,260.34629900614874,74.75801490716655,4.394501937859218,4.724952596762273,-0.3304506589030556
1595516400000,264.78,269.2,263.7,268.27,67722.5751,262.254,261.1009371960393,80.02532320554921,4.496800416796361,4.679322160769091,-0.18252174397273002
1595520000000,268.27,279.98,267.48,279.76,199929.96544,263.9585,262.87799079641655,88.51932041678006,5.442284405515807,4.831914609718434,0.6103697957973724
1595523600000,279.76,279.85,274.18,275.26,81622.32102,265.349,264.05722976818646,75.05750462752779,5.762053520261645,5.017942391827076,0.744111128434569
1595527200000,275.25,276.23,273.13,274.48,41851.8979,265.94899999999996,265.0498745521687,72.98560108170282,5.88469822816495,5.191293559094651,0.6934046690702989
1595530800000,274.49,276.25,273.89,274.64,24998.98518,266.494,265.96321983291455,73.14933569941455,5.926488831471886,5.338332613570098,0.5881562179017878
1595534400000,274.63,274.67,271.27,273.06,34925.34851,266.931,266.63910365835125,68.71988939939794,5.765652536838047,5.423796598223688,0.34185593861435937
1595538000000,273.05,276.11,272.19,274.79,24897.35645,267.399,267.41537950041305,70.80451670840995,5.711941450878953,5.481425568754741,0.23051588212421237
1595541600000,274.77,276.05,274.05,274.51,18552.69367,267.9485,268.09105764323084,69.99149521717145,5.582430583522012,5.501626571708195,0.08080401181381625
1595545200000,274.48,275.73,273.95,275.3,17836.5857,268.525,268.7776235819708,71.00317991303717,5.480364455723588,5.497374148511274,-0.017009692787685715
1595548800000,275.31,275.35,273.05,273.92,19791.42112,269.05100000000004,269.2673737170212,66.76860514231609,5.22785835040321,5.443470988889661,-0.2156126384864514
1595552400000,273.92,274.01,272.48,273.03,23576.42608,269.6015,269.6257190773049,64.11294006167897,4.899452047369834,5.334667200585696,-0.4352151532158617
1595556000000,273.03,274.26,272.63,274.02,19526.94101,270.1665,270.0442220223235,65.74506721666926,4.665293809410684,5.200792522350694,-0.5354987129400097
1595559600000,274.01,274.25,271.67,272.86,21855.33944,270.6865,270.31239135353076,62.17684207279295,4.336135146514948,5.027861047183545,-0.6917259006685965
1595563200000,272.85,273.24,270.99,271.01,20229.53126,271.009,270.3788302722421,56.87519965610125,3.881254312092153,4.798539700165266,-0.9172853880731129
1595566800000,271.01,273.6,266.0,273.38,44314.1119,271.4865,270.66465596060004,61.414296935550595,3.6696952046430624,4.572770801060825,-0.9030755964177626
1595570400000,273.38,273.41,268.03,268.84,42387.76463,271.7485,270.4908792024477,50.45798296814519,3.099958636645681,4.278208368177796,-1.178249731532115
1595574000000,268.81,270.84,268.12,270.79,38100.64503,272.0755,270.51936689745264,54.234541693150305,2.7738122242643612,3.977329139395109,-1.2035169151307477
1595577600000,270.78,271.28,269.5,270.46,18666.45927,272.40049999999997,270.51371290721903,53.49140184483381,2.460349226253186,3.6739331567667244,-1.2135839305135385
1595581200000,270.46,272.98,270.44,272.94,22612.61758,272.805,270.7447878684363,58.134167189565964,2.3845551483099143,3.4160575550753625,-1.0315024067654481
1595584800000,272.94,276.28,271.99,275.28,51741.42196,273.33,271.1767128333471,61.98977446539878,2.4846645727325836,3.229778958606807,-0.7451143858742233
1595588400000,275.27,276.54,274.41,275.14,34788.64069,273.6735,271.5541687539807,61.62411182497164,2.5236145255112206,3.0885460719876896,-0.564931546476469
1595592000000,275.14,275.51,273.28,274.48,32768.9266,273.4095,271.83281934883973,59.83228230487582,2.4727221577393834,2.9653812891380285,-0.49265913139864503
1595595600000,274.49,275.63,272.0,272.08,32522.7919,273.2505,271.8563603632359,53.71582113630343,2.21321705868462,2.8149484430473466,-0.6017313843627266
1595599200000,272.1,275.06,272.06,274.89,36764.96795,273.271,272.1452784238801,59.00054714808736,2.2088387952236417,2.6937265134826056,-0.48488771825896393
1595602800000,274.88,279.32,274.18,278.19,59968.38702,273.44849999999997,272.72096619303437,64.17400043990612,2.4434844429938494,2.6436780993848545,-0.20019365639100517
1595606400000,278.18,279.5,274.74,278.39,60698.1827,273.71500000000003,273.26087417465016,64.46664431153296,2.615432065115897,2.638028892531063,-0.02259682741516622
1595610000000,278.3,279.18,276.1,279.01,35987.17001,273.92600000000004,273.8084099675406,65.40992088790489,2.7698020589139105,2.6643835258076325,0.10541853310627802
1595613600000,279.0,284.31,278.36,281.9,99278.98336,274.2955,274.5790375896797,69.47731617852456,3.0897238254631816,2.7494515857387425,0.3402722397244391
1595617200000,281.91,283.46,280.73,283.11,28718.92097,274.686,275.39151020018636,71.01413712229832,3.401688470760007,2.8798989627429954,0.5217895080170116
1595620800000,283.1,286.65,281.63,285.73,54495.90147,275.2765,276.3761282763591,74.05975385380893,3.816342384075085,3.0671876470094133,0.7491547370656719
1595624400000,285.69,287.34,284.42,284.79,39617.85644,275.8645,277.17744939289634,71.17040680062003,4.022736847395208,3.258297487086572,0.7644393603086361
1595628000000,284.8,285.55,280.0,280.51,50117.56647,276.189,277.49483516500146,59.741732469393746,3.7971742548693896,3.3660728406431355,0.43110141422625414
1595631600000,280.5,281.82,277.57,279.15,37502.09206,276.5035,277.6524699111918,56.62986047962369,3.4686887563962614,3.3865960237937607,0.08209273260250072
1595635200000,279.15,282.24,279.09,280.56,26986.78345,276.981,277.92937753869734,59.01354696709611,3.2842777390010838,3.366132366835225,-0.08185462783414144
1595638800000,280.54,283.15,279.76,282.86,27452.17912,277.455,278.39896063025,62.62235406174377,3.285844289600277,3.3500747513882354,-0.06423046178795833
1595642400000,282.84,283.87,281.93,283.2,28944.00104,278.173,278.8562024749881,63.1390389389222,3.2767486322110244,3.3354095275527933,-0.05866089534176888
1595646000000,283.24,284.58,282.66,282.89,35616.64365,278.778,279.24037366784637,62.293518469213126,3.207551195427925,3.3098378611278196,-0.10228666569989464
1595649600000,282.87,283.51,281.75,283.47,22072.77324,279.42850000000004,279.6431952232896,63.28419127325853,3.1630511957212093,3.2804805280464975,-0.11742933232528818
1595653200000,283.43,285.25,282.61,284.45,32830.60561,280.004,280.10098615440484,64.95939854318412,3.1703169942903173,3.2584478212952614,-0.08813082700494412
1595656800000,284.45,285.88,283.7,284.39,25598.52445,280.4595,280.5094636635091,64.76456543263284,3.135094278134545,3.2337771126631183,-0.09868283452857307
1595660400000,284.38,284.39,282.4,283.01,18867.77816,280.85299999999995,280.74760998127016,60.28589600212978,2.9616850927916403,3.179358708688823,-0.2176736158971826
1595664000000,283.01,284.8,282.59,283.77,23757.95673,281.3175,281.0354566497206,61.85055245344281,2.852698579001185,3.1140266827512955,-0.2613281037501105
1595667600000,283.77,284.99,282.72,283.06,25570.22056,281.8665,281.2282703021281,59.49243511350263,2.6781627225670377,3.026853890714444,-0.3486911681474063
1595671200000,283.06,283.72,281.38,282.61,25777.19038,282.2525,281.3598636066874,57.9835184928661,2.475000296898486,2.9164831719512523,-0.4414828750527664
1595674800000,282.61,283.82,282.28,282.6,17711.91281,282.473,281.4779718346219,57.948344902406276,2.286824603888647,2.790551458338731,-0.5037268544500844
1595678400000,282.61,285.25,282.42,285.15,31844.90581,282.81100000000004,281.82768880275313,63.953214059071385,2.3167516295488895,2.6957914925807627,-0.3790398630318732
1595682000000,285.17,288.0,281.8,284.01,69661.49101,283.061,282.0355279643957,59.83929025999789,2.22285683051291,2.6012045601671923,-0.3783477296542821
1595685600000,284.03,284.28,282.37,284.05,22267.71023,283.1685,282.22738244397715,59.93667271210794,2.1271517106926012,2.506393990272274,-0.3792422795796728
1595689200000,284.05,286.41,283.61,286.08,30302.61854,283.317,282.5942984016936,64.62479586142231,2.189865343759891,2.4430882609697973,-0.2532229172099063
1595692800000,286.08,290.7,283.88,288.93,79782.2971,283.477,283.19769855391326,69.94264759984844,2.441394653499117,2.442749539475661,-0.0013548859765442067
1595696400000,288.89,297.46,288.43,296.67,119964.35185,284.071,284.48077488211203,79.12192519373194,3.2280755126566305,2.599814734111855,0.6282607785447754
1595700000000,296.67,297.38,291.9,295.84,73175.60213,284.8375,285.56260584572044,76.42652228003787,3.7414229035902054,2.828136368007525,0.9132865355826802
1595703600000,295.87,297.0,293.67,296.51,32586.14605,285.7055,286.60521481279466,77.10456512606619,4.154428148297882,3.0933947240655963,1.0610334242322854
1595707200000,296.51,308.0,296.35,305.71,120933.13001,286.96299999999997,288.4247181639571,83.93680516219588,5.164566979356039,3.507629175123685,1.6569378042323537
1595710800000,305.7,307.3,300.28,303.46,70243.47887,287.993,289.85664976738974,77.82052005040696,5.717643647799264,3.9496320696588008,1.768011578140463
1595714400000,303.46,307.16,302.51,306.39,38967.44678,289.15250000000003,291.4312545514478,79.8768853823075,6.31953968549351,4.423613592825743,1.895926092667767
1595718000000,306.36,308.94,302.89,305.26,58011.55796,290.271,292.7482779275004,76.91508394516073,6.628950658781093,4.864681006016813,1.7642696527642805
1595721600000,305.31,305.32,299.0,302.32,76222.20896,291.21349999999995,293.65987050583374,69.67618141710061,6.5612931517126185,5.204003435155974,1.3572897165566449
1595725200000,302.29,302.6,300.38,301.98,31943.14659,292.09,294.45226379099245,68.86894469779867,6.406390054702172,5.444480759065213,0.9619092956369588
1595728800000,302.01,303.92,301.35,302.94,22453.14531,293.01750000000004,295.2606196204217,69.92832333260564,6.288601131919563,5.613304833636083,0.67529629828348
1595732400000,302.95,303.73,301.68,302.73,20727.68275,294.0035,295.97198918038157,69.37219433050808,6.1078992564412715,5.712223718197121,0.39567553824415036
1595736000000,302.73,303.27,301.02,302.73,24934.15361,294.9515,296.61560925844043,69.37219433050808,5.8967180234432135,5.74912257924634,0.14759544419687387
1595739600000,302.7,303.83,302.09,302.99,15787.12307,295.948,297.2226940909699,69.7179986574327,5.684804316411203,5.736258926679312,-0.05145461026810949
1595743200000,303.0,306.9,302.54,306.47,35289.18368,297.14099999999996,298.10338989183,73.95643405648133,5.731597801597957,5.735326701663041,-0.0037289000650844173
1595746800000,306.46,312.04,305.11,311.59,85031.29166,298.5905,299.38782894975094,78.68368380932708,6.111375058634906,5.810536373057414,0.3008386855774914
1595750400000,311.61,318.75,310.3,316.22,117566.07017,300.14399999999995,300.99089285929847,81.88571156068576,6.708620772169468,5.990153252879825,0.7184675192896428
1595754000000,316.23,316.71,312.85,313.8,88426.94807,301.6335,302.2108078250796,75.5017669306758,6.907048373688895,6.173532277041639,0.7335160966472554
1595757600000,313.8,318.69,303.0,310.4,164128.34399,302.951,302.99073088935774,67.53539361593688,6.712573721048102,6.281340565842932,0.43123315520517025
1595761200000,310.39,310.52,307.02,309.36,50724.80556,304.115,303.59732794751415,65.26690975037907,6.400748010619566,6.305222054798259,0.09552595582130685
1595764800000,309.33,309.75,300.0,304.08,96255.1924,304.8725,303.64329671441754,55.14040683641661,5.662300539365106,6.176637751711628,-0.5143372123465229
1595768400000,304.01,307.94,302.61,306.95,46800.41704,305.38649999999996,303.95822083685397,58.875486527985686,5.248163055739894,5.9909428125172814,-0.7427797567773871
1595772000000,306.94,313.69,306.51,312.9,55962.9349,306.2395,304.8098188523917,65.32191791238387,5.338532114942495,5.860460673002324,-0.5219285580598285
1595775600000,312.91,313.76,309.94,310.79,61433.52947,306.9535,305.3793599140687,61.63233410410231,5.180177023264321,5.724403943054723,-0.5442269197904022
1595779200000,310.79,314.06,306.15,306.64,69978.60946,307.0,305.49942087463353,55.04666657801658,4.666022156299732,5.512727585703725,-0.8467054294039924
1595782800000,306.72,310.58,306.64,307.97,35466.16538,307.2255,305.73471412466847,56.64553684698961,4.316117093506421,5.273405487264264,-0.9572883937578434
1595786400000,308.0,308.71,303.77,308.29,56186.91613,307.3205,305.9780746842238,57.04143557459022,4.018315496235232,5.022387489058458,-1.004071992823226
1595790000000,308.28,309.66,305.89,307.05,25725.82073,307.40999999999997,306.08016280953586,54.94754038017966,3.6402850083875933,4.745966992924285,-1.1056819845366919
1595793600000,307.05,311.39,305.94,310.52,24994.00539,307.82,306.5030044467229,59.43507343256251,3.5794316631122456,4.512659926961877,-0.9332282638496316
1595797200000,310.51,313.09,309.25,310.23,25238.74327,308.2325,306.85795640417786,58.906981985678854,3.4678293935875217,4.303693820287006,-0.8358644266994846
1595800800000,310.21,313.0,310.21,311.4,23542.0925,308.65549999999996,307.29053198473235,60.43439568213487,3.43420562807853,4.129796181845311,-0.695590553766781
1595804400000,311.42,312.0,309.64,311.0,15550.22291,309.069,307.64381465285305,59.61851136942455,3.3368171436703165,3.971200374210312,-0.6343832305399957
1595808000000,311.02,318.6,310.9,314.09,75126.98175,309.637,308.2577370668671,63.69590960415176,3.4689849448471364,3.870757288337677,-0.4017723434905407
1595811600000,314.1,325.88,314.0,323.77,137393.56206,310.67600000000004,309.73509544145116,72.92043531394127,4.305196356654108,3.957645102000963,0.3475512546531445
1595815200000,323.77,324.9,320.89,324.01,39919.45365,311.553,311.09461016131297,73.10291489308048,4.930430980073766,4.152202277615523,0.7782287024582422
1595818800000,324.0,329.3,323.81,324.93,120464.76686,312.21999999999997,312.412266336426,73.83090024977609,5.437490232267805,4.40925986854598,1.0282303637218257
1595822400000,324.9,326.8,321.62,323.16,56586.56342,312.567,313.4358600186711,69.91050385593043,5.631596595299982,4.65372721389678,0.9778693814032016
1595826000000,323.12,326.34,322.89,323.12,38737.56286,313.033,314.358159064512,69.8202751390768,5.716305607985589,4.866242892714542,0.8500627152710472
1595829600000,323.12,327.91,322.89,327.42,38957.54961,313.88399999999996,315.60214391551085,73.74341457234708,6.060549927235172,5.105104299618668,0.9554456276165038
1595833200000,327.41,327.42,319.51,320.15,48159.93947,314.4235,316.03527306641456,59.629952258409524,5.681247898986442,5.220333019492223,0.4609148794942186
1595836800000,320.11,322.66,316.79,322.25,78748.36577,315.332,316.6271518219941,61.89837203177824,5.486851746951231,5.273636764984024,0.2132149819672069
1595840400000,322.24,324.71,321.55,324.22,38502.91889,316.1955,317.35028021989945,63.945099764856174,5.429169841545274,5.304743380296275,0.12442646124899959
1595844000000,324.23,325.0,322.27,323.95,34667.17238,316.748,317.9788249608614,63.44209019634406,5.3005681225914145,5.303908328755303,-0.003340206163888304
1595847600000,323.94,326.0,322.27,325.0,40014.5115,317.4585,318.64750829792223,64.6080502828754,5.223167139108,5.287760090825842,-0.06459295171784252
1595851200000,325.0,326.61,323.07,325.15,38796.75835,318.384,319.2667932219297,64.78085982488977,5.114967882656742,5.253201649192023,-0.1382337665352802
1595854800000,325.13,326.75,321.6,324.61,58429.02706,319.216,319.7756700579364,63.57734130510772,4.928829230079259,5.18832716536947,-0.25949793529021115
1595858400000,324.6,324.94,317.73,318.74,120521.16753,319.73850000000004,319.6770348143234,52.22010128305239,4.258563001078869,5.00237433251135,-0.7438113314324806
1595862000000,318.78,319.15,310.78,313.16,109228.37417,320.044,319.05636483200686,44.146811129886196,3.239766804556325,4.649852826920345,-1.4100860223640197
1595865600000,313.16,319.53,312.84,315.45,87897.22156,320.2905,318.71290151467286,47.7190638356194,2.587322299536595,4.237346721443595,-1.6500244219070002
1595869200000,315.46,323.98,315.4,323.71,105473.13608,320.9645,319.1888156561326,58.12302555315259,2.70558005429848,3.930993388014572,-1.2254133337160922
1595872800000,323.72,325.0,321.35,322.91,48186.70975,321.54,319.54321416507236,56.94113800949733,2.7035816564133484,3.685511041694327,-0.9819293852809787
1595876400000,322.92,324.5,321.0,324.21,30181.71878,322.20050000000003,319.987669958875,58.42073289378082,2.7749096164017715,3.503390756635816,-0.7284811402340443
1595880000000,324.19,324.55,322.57,323.85,23344.61422,322.68850000000003,320.3555109151726,57.82813069414405,2.770452495408051,3.356803104390263,-0.5863506089822117
1595883600000,323.84,323.9,319.89,321.76,33033.10829,322.58799999999997,320.48927178039423,54.37940107478736,2.5686646941120443,3.199175422334619,-0.6305107282225748
1595887200000,321.76,333.31,320.8,327.31,145481.82604,322.75300000000004,321.1388649441662,61.026351470792676,2.8240313490042013,3.1241466076685356,-0.3001152586643343
1595890800000,327.33,327.37,315.89,321.93,88269.33722,322.603,321.2142111399599,52.96956525975843,2.562748456409736,3.0118669774167754,-0.44911852100703964
1595894400000,321.95,326.8,321.82,324.77,45245.47218,322.6835,321.552857698059,56.25289499642911,2.555387233363774,2.920571028606175,-0.36518379524240085
1595898000000,324.76,326.36,321.45,323.76,33882.20376,322.7155,321.7630617268153,54.78799285358081,2.4399288707680853,2.824442597038557,-0.38451372627047187
1595901600000,323.68,323.89,317.67,318.29,46725.65812,322.259,321.4322939433091,47.56377710454204,1.8853113061045406,2.636616338851754,-0.7513050327472133
1595905200000,318.22,320.1,316.1,319.23,49225.03516,322.213,321.2225516629939,48.8128603682938,1.504282600956742,2.4101495912727513,-0.9058669903160093
1595908800000,319.21,321.53,317.74,321.35,27643.67446,322.168,321.2346895998516,51.61240085958472,1.357729825117815,2.199665638041764,-0.8419358129239489
1595912400000,321.34,321.41,316.0,317.02,29552.20222,321.80800000000005,320.83329059034196,46.07019491077703,0.8820234642739706,1.9361372032882052,-1.0541137390142346
1595916000000,317.02,318.9,315.49,317.58,38183.11275,321.4895,320.5234533912618,46.864880025018756,0.543939865729385,1.657697735776441,-1.113757870047056
1595919600000,317.57,318.99,315.0,315.73,38020.49632,321.02599999999995,320.0669340206654,44.53039465674238,0.1252824609923664,1.3512146808196261,-1.2259322198272598
1595923200000,315.72,316.65,313.0,313.15,54672.86533,320.42600000000004,319.40817839964967,41.4308350380871,-0.4099651633570147,0.9989787119842979,-1.4089438753413126
1595926800000,313.13,314.71,305.89,310.18,97344.1616,319.7045,318.52930426634964,38.139724783899275,-1.06156982444719,0.5868690046980003,-1.6484388291451904
1595930400000,310.22,314.14,305.86,313.16,79276.3452,319.42549999999994,318.0179419552687,43.0297527980917,-1.3222678372734435,0.20504163630371153,-1.527309473577155
1595934000000,313.16,317.93,312.87,316.98,57808.6762,319.6165,317.9190903404812,48.635044259067115,-1.2067204930515345,-0.07731078956733767,-1.1294097034841968
1595937600000,316.97,318.45,312.03,315.75,76116.86057,319.6315,317.7125103080544,47.03048419910654,-1.2005598046378054,-0.3019605925814312,-0.8985992120563742
1595941200000,315.78,317.04,313.0,315.33,32718.50827,319.2125,317.48560456443016,46.46674558783948,-1.2155557347451804,-0.48467962101418105,-0.7308761137309994
1595944800000,315.31,319.96,314.58,319.7,61620.4277,319.052,317.69649936781775,52.805533772911986,-0.86484820722535,-0.5607133382564149,-0.30413486896893516
1595948400000,319.7,321.98,316.26,321.7,48396.61222,318.9265,318.0777851423113,55.407930273717994,-0.42067737276136086,-0.5327061451574041,0.11202877239604325
1595952000000,321.7,323.5,313.53,315.85,84785.43614,318.5265,317.86561512875784,47.20802600078366,-0.534552902765256,-0.5330754966789745,-0.001477406086281552
1595955600000,315.85,318.5,314.82,316.5,32052.48234,318.2635,317.73555654506663,48.12661994091007,-0.5658280000301943,-0.5396259973492185,-0.026202002680975833
1595959200000,316.5,318.56,315.05,316.24,44988.9209,317.71,317.5931225883936,47.768570831903915,-0.6046238397673278,-0.5526255658328403,-0.05199827393448753
1595962800000,316.26,318.5,314.54,318.33,22864.15266,317.53,317.66330138949894,50.92895696125487,-0.4614054938090817,-0.5343815514280885,0.07297605761900683
1595966400000,318.33,321.2,317.1,319.58,27399.01941,317.27049999999997,317.84584411430853,52.76963548607936,-0.24422410602056743,-0.4763500623465843,0.23212595632601685
1595970000000,319.58,321.73,316.96,317.77,22661.61434,316.971,317.83862086532673,49.85353896693647,-0.21567203175874283,-0.424214456229016,0.20854242447027316
1595973600000,317.73,318.84,315.58,317.51,26106.67614,316.932,317.8073236400575,49.43097116748718,-0.21158511281561232,-0.3816885875463353,0.17010347473072296
1595977200000,317.5,319.52,316.25,316.77,15940.94179,316.80899999999997,317.708530912433,48.17926151650989,-0.2650032234690798,-0.35835151473088417,0.09334829126180438
1595980800000,316.77,318.82,313.68,313.98,29817.61712,316.44050000000004,317.3534327302965,43.68748004564901,-0.5263991423745438,-0.3919610402596161,-0.13443810211492768
1595984400000,314.02,316.35,312.38,315.23,27334.79172,316.351,317.1512010416968,46.1115474198379,-0.6254825643959521,-0.43866534508688326,-0.1868172193090688
1595988000000,315.22,316.14,314.36,315.52,19690.06607,316.248,316.99584856153524,46.68495335766607,-0.6728501165278544,-0.4855022993750775,-0.18734781715277693
1595991600000,315.57,317.74,315.56,316.48,21372.92065,316.2855,316.94672012710333,48.63347216375849,-0.6257124423688083,-0.5135443279738237,-0.11216811439498464
1595995200000,316.48,316.99,314.55,315.43,16909.76522,316.3995,316.8022705911887,46.626282781595854,-0.6654112738125946,-0.5439177171415779,-0.12149355667101669
1595998800000,315.45,319.4,314.12,318.07,39136.84948,316.794,316.9230067253612,51.99131345823817,-0.4783330218234596,-0.5308007780779542,0.052467756254494624
1596002400000,318.05,322.76,317.63,321.83,68627.79017,317.2275,317.3903394181839,58.404318799712065,-0.02636763326415803,-0.429914149115195,0.40354651585103696
1596006000000,321.83,322.47,319.75,321.11,31160.20779,317.434,317.7445928069283,56.83859748033356,0.27060089205457416,-0.28981114088124116,0.5604120329358153
1596009600000,321.1,325.0,320.98,324.64,59572.25078,317.8785,318.4012982538875,62.19038270330092,0.7817802108421006,-0.0754928705365728,0.8572730813786734
1596013200000,324.67,324.86,319.25,320.85,48307.57159,318.1545,318.63450794399347,54.39227012770185,0.8710314695977104,0.11381199749028384,0.7572194721074266
1596016800000,320.85,323.35,320.09,323.12,32567.69257,318.32550000000003,319.06169766361313,57.80497585613528,1.112114006006209,0.31347239919346886,0.79864160681274
1596020400000,323.13,323.9,320.48,323.08,30422.73445,318.3945,319.4443931242214,57.72301090589171,1.2851317880242163,0.5078042769596184,0.777327511064598
1596024000000,323.07,323.44,321.12,321.13,26815.08677,318.6585,319.6049271123908,53.723674230314046,1.2504860982887749,0.6563406412254497,0.5941454570633252
1596027600000,321.12,322.45,319.67,321.98,32045.41651,318.9325,319.8311245302583,55.181368929800215,1.2768977533588668,0.780452063652133,0.49644568970673375
1596031200000,321.96,325.0,318.0,320.83,65053.48049,319.162,319.92625552737655,52.75991937426797,1.191301212421024,0.8626218934059112,0.3286793190151128
1596034800000,320.84,323.01,320.41,321.51,28045.63887,319.321,320.0770883342931,54.044082378087744,1.1649073274991792,0.9230789802245648,0.24182834727461444
1596038400000,321.51,323.45,321.17,322.2,33556.96198,319.452,320.2792703976937,55.36983613523469,1.1859957956942822,0.9756623433185083,0.21033345237577383
1596042000000,322.16,322.5,319.76,320.61,30643.53989,319.594,320.31076845505623,51.6707145307292,1.0621648713948275,0.9929628489337722,0.06920202246105533
1596045600000,320.63,323.2,320.54,321.86,26149.40992,319.81149999999997,320.45831431647946,54.25796471690779,1.0527569976970312,1.004921678686424,0.047835319010607336
1596049200000,321.86,322.55,321.24,321.67,17847.26056,320.0565,320.5737129530052,53.78662867806678,1.0182322305810771,1.0075837890653545,0.01064844151572264
1596052800000,321.68,322.96,321.15,322.25,18131.91826,320.46999999999997,320.7333593384333,55.06974235377227,1.0258469317799381,1.0112364176082713,0.01461051417166681
1596056400000,322.24,323.5,321.15,323.25,18336.3709,320.871,320.9730394014396,57.27247557953976,1.0998943822145861,1.0289680105295342,0.07092637168505189
1596060000000,323.26,323.43,321.06,321.34,22377.04911,321.162,321.00798802987396,52.02606776075839,0.9930096851794588,1.0217763454595192,-0.028766660280060474
1596063600000,321.28,321.35,315.6,317.71,48879.93061,321.2235,320.69389393179074,43.8118593626777,0.6083791141670076,0.9390968992010169,-0.3307177850340093
1596067200000,317.76,319.46,315.25,319.25,32891.89938,321.4145,320.55638022400115,47.59226891441008,0.422946283725139,0.8358667761058414,-0.4129204923807024
1596070800000,319.23,319.23,316.36,316.43,20090.3731,321.3325,320.1633916312391,42.0173798609743,0.04788698598605379,0.6782708180818838,-0.63038383209583
1596074400000,316.43,318.58,315.26,315.77,34141.48008,321.0295,319.7449733806449,40.812422434160936,-0.29915818444754905,0.48278501757599723,-0.7819432020235463
1596078000000,315.79,317.43,315.31,316.1,25977.59857,320.779,319.3978330586787,41.71248553937615,-0.5413256748504978,0.27796287909069817,-0.8192885539411959
