,CL=F,RUB=X
2021-12-30 04:00:00+00:00,76.83999633789062,74.10299682617188
2021-12-30 05:00:00+00:00,76.55000305175781,74.18710327148438
2021-12-30 06:00:00+00:00,76.70999908447266,74.2020034790039
2021-12-30 07:00:00+00:00,76.25,74.27300262451172
2021-12-30 08:00:00+00:00,76.4000015258789,74.56520080566406
2021-12-30 09:00:00+00:00,76.31999969482422,74.78600311279297
2021-12-30 10:00:00+00:00,75.87999725341797,74.69349670410156
2021-12-30 11:00:00+00:00,76.12999725341797,74.89749908447266
2021-12-30 12:00:00+00:00,76.2300033569336,74.78974151611328
2021-12-30 13:00:00+00:00,76.2300033569336,74.75409698486328
2021-12-30 14:00:00+00:00,77.02999877929688,74.66799926757812
2021-12-30 15:00:00+00:00,76.9000015258789,74.62889862060547
2021-12-30 16:00:00+00:00,76.94999694824219,74.80770111083984
2021-12-30 17:00:00+00:00,76.94999694824219,74.58463287353516
2021-12-30 18:00:00+00:00,76.91000366210938,74.67639923095703
2021-12-30 19:00:00+00:00,76.68000030517578,74.58599853515625
2021-12-30 20:00:00+00:00,76.51000213623047,74.66619873046875
2021-12-30 21:00:00+00:00,76.45999908447266,74.68679809570312
2021-12-30 23:00:00+00:00,76.3499984741211,74.2969970703125
2021-12-31 00:00:00+00:00,76.2699966430664,74.56790161132812
2021-12-31 01:00:00+00:00,76.44000244140625,74.4896011352539
2021-12-31 02:00:00+00:00,76.33000183105469,74.50330352783203
2021-12-31 03:00:00+00:00,76.61000061035156,74.40370178222656
2021-12-31 04:00:00+00:00,76.58999633789062,74.51100158691406
2021-12-31 05:00:00+00:00,76.70999908447266,74.54920196533203
2021-12-31 06:00:00+00:00,76.93000030517578,74.56120300292969
2021-12-31 07:00:00+00:00,76.95999908447266,74.83799743652344
2021-12-31 08:00:00+00:00,76.5199966430664,74.9469985961914
2021-12-31 09:00:00+00:00,76.52999877929688,74.91899871826172
2021-12-31 10:00:00+00:00,76.25,74.88829803466797
2021-12-31 11:00:00+00:00,75.94000244140625,75.05542755126953
2021-12-31 12:00:00+00:00,75.7699966430664,75.3239974975586
2021-12-31 13:00:00+00:00,75.55000305175781,75.22541046142578
2021-12-31 14:00:00+00:00,76.18000030517578,74.89199829101562
2021-12-31 15:00:00+00:00,76.19999694824219,74.9749984741211
2021-12-31 16:00:00+00:00,75.69000244140625,75.00126647949219
2021-12-31 17:00:00+00:00,75.58999633789062,75.0639419555664
2021-12-31 18:00:00+00:00,75.23999786376953,74.9625015258789
2021-12-31 19:00:00+00:00,75.37999725341797,75.0199966430664
2021-12-31 20:00:00+00:00,75.44999694824219,74.84030151367188
2021-12-31 21:00:00+00:00,75.44999694824219,75.06500244140625
2022-01-03 00:00:00+00:00,75.9000015258789,74.70480346679688
2022-01-03 01:00:00+00:00,75.63999938964844,75.00330352783203
2022-01-03 02:00:00+00:00,75.48999786376953,74.70860290527344
2022-01-03 03:00:00+00:00,75.79000091552734,74.82949829101562
2022-01-03 04:00:00+00:00,75.75,75.11699676513672
2022-01-03 05:00:00+00:00,75.83999633789062,74.97480010986328
2022-01-03 06:00:00+00:00,75.83000183105469,74.84500122070312
2022-01-03 07:00:00+00:00,75.98999786376953,74.59700012207031
2022-01-03 08:00:00+00:00,76.19000244140625,74.44159698486328
2022-01-03 09:00:00+00:00,76.2300033569336,74.31199645996094
2022-01-03 10:00:00+00:00,76.20999908447266,74.32250213623047
2022-01-03 11:00:00+00:00,75.80000305175781,74.17330169677734
2022-01-03 12:00:00+00:00,75.37999725341797,74.36180114746094
2022-01-03 13:00:00+00:00,74.69999694824219,74.41110229492188
2022-01-03 14:00:00+00:00,75.33000183105469,74.6018295288086
2022-01-03 15:00:00+00:00,75.61000061035156,74.75959777832031
2022-01-03 16:00:00+00:00,76.08999633789062,74.56999969482422
2022-01-03 17:00:00+00:00,76.33999633789062,74.54000091552734
2022-01-03 18:00:00+00:00,75.8499984741211,74.56993103027344
2022-01-03 19:00:00+00:00,76.08000183105469,74.5
2022-01-03 20:00:00+00:00,75.94999694824219,74.50299835205078
2022-01-03 21:00:00+00:00,75.98999786376953,74.1500015258789
2022-01-03 23:00:00+00:00,75.95999908447266,74.3927001953125
2022-01-04 00:00:00+00:00,76.0,74.47669982910156
2022-01-04 01:00:00+00:00,76.11000061035156,74.47589874267578
2022-01-04 02:00:00+00:00,76.04000091552734,74.47260284423828
2022-01-04 03:00:00+00:00,76.22000122070312,74.47769927978516
2022-01-04 04:00:00+00:00,76.41000366210938,74.42749786376953
2022-01-04 05:00:00+00:00,76.27999877929688,74.60099792480469
2022-01-04 06:00:00+00:00,76.16999816894531,74.64800262451172
2022-01-04 07:00:00+00:00,76.01000213623047,74.7083969116211
2022-01-04 08:00:00+00:00,76.26000213623047,74.93000030517578
2022-01-04 09:00:00+00:00,76.44999694824219,74.9132080078125
2022-01-04 10:00:00+00:00,76.68000030517578,74.99099731445312
2022-01-04 11:00:00+00:00,76.29000091552734,75.11380004882812
2022-01-04 12:00:00+00:00,76.51000213623047,75.3219985961914
2022-01-04 13:00:00+00:00,76.86000061035156,75.35199737548828
2022-01-04 14:00:00+00:00,77.37000274658203,75.43479919433594
2022-01-04 15:00:00+00:00,77.19999694824219,75.17630004882812
2022-01-04 16:00:00+00:00,77.19999694824219,75.1729965209961
2022-01-04 17:00:00+00:00,77.16000366210938,75.26982879638672
2022-01-04 18:00:00+00:00,77.19000244140625,75.36582946777344
2022-01-04 19:00:00+00:00,76.97000122070312,75.28260040283203
2022-01-04 20:00:00+00:00,76.97000122070312,75.3427963256836
2022-01-04 21:00:00+00:00,77.20999908447266,74.59100341796875
2022-01-04 23:00:00+00:00,77.05000305175781,75.29840087890625
2022-01-05 00:00:00+00:00,77.05999755859375,75.18379974365234
2022-01-05 01:00:00+00:00,76.80999755859375,75.0739974975586
2022-01-05 02:00:00+00:00,76.72000122070312,75.35189819335938
2022-01-05 03:00:00+00:00,76.86000061035156,75.14099884033203
2022-01-05 04:00:00+00:00,76.7699966430664,75.49199676513672
2022-01-05 05:00:00+00:00,76.87999725341797,75.60759735107422
2022-01-05 06:00:00+00:00,77.08999633789062,75.41459655761719
2022-01-05 07:00:00+00:00,76.98999786376953,75.73924255371094
2022-01-05 08:00:00+00:00,76.72000122070312,75.8147964477539
2022-01-05 09:00:00+00:00,76.93000030517578,75.79660034179688
2022-01-05 10:00:00+00:00,76.97000122070312,75.70372772216797
2022-01-05 11:00:00+00:00,77.01000213623047,75.75350189208984
2022-01-05 12:00:00+00:00,77.19999694824219,75.75700378417969
2022-01-05 13:00:00+00:00,78.01000213623047,75.78211212158203
2022-01-05 14:00:00+00:00,78.12000274658203,75.4520034790039
2022-01-05 15:00:00+00:00,78.27999877929688,75.70600128173828
2022-01-05 16:00:00+00:00,78.31999969482422,76.11100006103516
2022-01-05 17:00:00+00:00,78.41000366210938,76.0270004272461
2022-01-05 18:00:00+00:00,78.27999877929688,76.08999633789062
2022-01-05 19:00:00+00:00,77.62000274658203,76.52690124511719
2022-01-05 20:00:00+00:00,77.0199966430664,76.75859832763672
2022-01-05 21:00:00+00:00,77.19000244140625,76.6688003540039
2022-01-05 23:00:00+00:00,77.19999694824219,76.69170379638672
2022-01-06 00:00:00+00:00,77.31999969482422,76.61849975585938
2022-01-06 01:00:00+00:00,77.0199966430664,76.57479858398438
2022-01-06 02:00:00+00:00,77.0999984741211,76.58619689941406
2022-01-06 03:00:00+00:00,76.77999877929688,76.71610260009766
2022-01-06 04:00:00+00:00,76.8499984741211,77.06220245361328
2022-01-06 05:00:00+00:00,77.12999725341797,76.9303970336914
2022-01-06 06:00:00+00:00,77.1500015258789,76.7697982788086
2022-01-06 07:00:00+00:00,77.44000244140625,76.95130157470703
2022-01-06 08:00:00+00:00,77.87000274658203,77.01891326904297
2022-01-06 09:00:00+00:00,78.16000366210938,76.6556167602539
2022-01-06 10:00:00+00:00,79.01000213623047,76.15799713134766
2022-01-06 11:00:00+00:00,78.7699966430664,76.25489807128906
2022-01-06 12:00:00+00:00,79.13999938964844,76.31204223632812
2022-01-06 13:00:00+00:00,79.86000061035156,76.80793762207031
2022-01-06 14:00:00+00:00,79.75,76.87525177001953
2022-01-06 15:00:00+00:00,79.58999633789062,76.38350677490234
2022-01-06 16:00:00+00:00,80.0,76.42330169677734
2022-01-06 17:00:00+00:00,79.3499984741211,76.36978149414062
2022-01-06 18:00:00+00:00,79.29000091552734,76.35800170898438
2022-01-06 19:00:00+00:00,79.68000030517578,76.30699920654297
2022-01-06 20:00:00+00:00,79.4800033569336,76.23899841308594
2022-01-06 21:00:00+00:00,79.6500015258789,76.20700073242188
2022-01-06 23:00:00+00:00,79.5,76.3541030883789
2022-01-07 00:00:00+00:00,79.56999969482422,76.1969985961914
2022-01-07 01:00:00+00:00,80.11000061035156,76.25409698486328
2022-01-07 02:00:00+00:00,80.12000274658203,76.27570343017578
2022-01-07 03:00:00+00:00,80.16000366210938,76.22129821777344
2022-01-07 04:00:00+00:00,80.12000274658203,76.05400085449219
2022-01-07 05:00:00+00:00,80.23999786376953,76.14299774169922
2022-01-07 06:00:00+00:00,80.41999816894531,76.32599639892578
2022-01-07 07:00:00+00:00,80.08999633789062,76.11990356445312
2022-01-07 08:00:00+00:00,79.98999786376953,75.76799774169922
2022-01-07 09:00:00+00:00,80.2300033569336,75.6719970703125
2022-01-07 10:00:00+00:00,80.26000213623047,75.81999969482422
2022-01-07 11:00:00+00:00,79.88999938964844,75.80880737304688
2022-01-07 12:00:00+00:00,79.9800033569336,75.47142791748047
2022-01-07 13:00:00+00:00,79.95999908447266,75.56379699707031
2022-01-07 14:00:00+00:00,79.51000213623047,75.22509765625
2022-01-07 15:00:00+00:00,78.91999816894531,75.24330139160156
2022-01-07 16:00:00+00:00,79.04000091552734,75.25019836425781
2022-01-07 17:00:00+00:00,78.75,75.30899810791016
2022-01-07 18:00:00+00:00,78.69999694824219,75.45500183105469
2022-01-07 19:00:00+00:00,78.75,75.49517059326172
2022-01-07 20:00:00+00:00,79.08000183105469,75.79100036621094
2022-01-07 21:00:00+00:00,78.94000244140625,75.80500030517578
2022-01-10 00:00:00+00:00,78.63999938964844,75.70040130615234
2022-01-10 01:00:00+00:00,78.80000305175781,75.41600036621094
2022-01-10 02:00:00+00:00,79.06999969482422,75.54609680175781
2022-01-10 03:00:00+00:00,79.05999755859375,75.51820373535156
2022-01-10 04:00:00+00:00,79.05999755859375,75.39659881591797
2022-01-10 05:00:00+00:00,78.94999694824219,75.45099639892578
2022-01-10 06:00:00+00:00,79.0199966430664,75.30899810791016
2022-01-10 07:00:00+00:00,79.22000122070312,74.99310302734375
2022-01-10 08:00:00+00:00,78.87000274658203,75.09459686279297
2022-01-10 09:00:00+00:00,79.12000274658203,74.91639709472656
2022-01-10 10:00:00+00:00,78.8499984741211,74.98004150390625
2022-01-10 11:00:00+00:00,78.7699966430664,74.956298828125
2022-01-10 12:00:00+00:00,78.38999938964844,75.04129791259766
2022-01-10 13:00:00+00:00,78.7699966430664,75.04000091552734
2022-01-10 14:00:00+00:00,78.48999786376953,75.1885986328125
2022-01-10 15:00:00+00:00,78.69000244140625,75.26270294189453
2022-01-10 16:00:00+00:00,78.37999725341797,75.0978012084961
2022-01-10 17:00:00+00:00,78.25,75.20771026611328
2022-01-10 18:00:00+00:00,78.44000244140625,75.14700317382812
2022-01-10 19:00:00+00:00,78.16000366210938,75.16899871826172
2022-01-10 20:00:00+00:00,78.41999816894531,74.94229888916016
2022-01-10 21:00:00+00:00,78.43000030517578,74.86519622802734
2022-01-10 23:00:00+00:00,78.56999969482422,75.33529663085938
2022-01-11 00:00:00+00:00,78.56999969482422,75.1134033203125
2022-01-11 01:00:00+00:00,78.5199966430664,74.85299682617188
2022-01-11 02:00:00+00:00,78.80000305175781,74.85299682617188
2022-01-11 03:00:00+00:00,78.7699966430664,74.85299682617188
2022-01-11 04:00:00+00:00,78.73999786376953,74.91000366210938
2022-01-11 05:00:00+00:00,78.7699966430664,74.9209976196289
2022-01-11 06:00:00+00:00,78.73999786376953,74.92900085449219
2022-01-11 07:00:00+00:00,78.93000030517578,74.7843017578125
2022-01-11 08:00:00+00:00,79.19000244140625,74.8667984008789
2022-01-11 09:00:00+00:00,79.38999938964844,74.9010009765625
2022-01-11 10:00:00+00:00,79.37999725341797,74.93009948730469
2022-01-11 11:00:00+00:00,79.44999694824219,74.8196029663086
2022-01-11 12:00:00+00:00,79.5,74.92839813232422
2022-01-11 13:00:00+00:00,79.41000366210938,74.92371368408203
2022-01-11 14:00:00+00:00,79.08000183105469,74.88459777832031
2022-01-11 15:00:00+00:00,79.91000366210938,74.57491302490234
2022-01-11 16:00:00+00:00,81.05999755859375,74.52249908447266
2022-01-11 17:00:00+00:00,81.38999938964844,74.57170104980469
2022-01-11 18:00:00+00:00,81.08000183105469,74.54168701171875
2022-01-11 19:00:00+00:00,81.4000015258789,74.49463653564453
2022-01-11 20:00:00+00:00,81.44000244140625,74.39659881591797
2022-01-11 21:00:00+00:00,81.33000183105469,74.39019775390625
2022-01-11 23:00:00+00:00,81.30000305175781,74.38400268554688
2022-01-12 00:00:00+00:00,81.37999725341797,74.45890045166016
2022-01-12 01:00:00+00:00,81.36000061035156,74.42630004882812
2022-01-12 02:00:00+00:00,81.51000213623047,74.43370056152344
2022-01-12 03:00:00+00:00,81.30000305175781,74.39700317382812
2022-01-12 04:00:00+00:00,81.25,74.38600158691406
2022-01-12 05:00:00+00:00,81.41999816894531,74.32499694824219
2022-01-12 06:00:00+00:00,81.19999694824219,74.4990005493164
2022-01-12 07:00:00+00:00,81.3499984741211,74.56130981445312
2022-01-12 08:00:00+00:00,81.76000213623047,74.5009994506836
2022-01-12 09:00:00+00:00,81.5,74.43219757080078
2022-01-12 10:00:00+00:00,81.6500015258789,74.47660064697266
2022-01-12 11:00:00+00:00,81.9000015258789,74.53450012207031
2022-01-12 12:00:00+00:00,81.4800033569336,74.50630950927734
2022-01-12 13:00:00+00:00,82.1500015258789,74.4020004272461
2022-01-12 14:00:00+00:00,82.18000030517578,74.65711212158203
2022-01-12 15:00:00+00:00,82.38999938964844,74.8373031616211
2022-01-12 16:00:00+00:00,82.88999938964844,74.69599914550781
2022-01-12 17:00:00+00:00,82.87000274658203,74.70800018310547
2022-01-12 18:00:00+00:00,82.73999786376953,74.79199981689453
2022-01-12 19:00:00+00:00,82.54000091552734,74.7437973022461
2022-01-12 20:00:00+00:00,82.72000122070312,74.68199920654297
2022-01-12 21:00:00+00:00,82.76000213623047,74.47869873046875
2022-01-12 23:00:00+00:00,82.75,74.44999694824219
2022-01-13 00:00:00+00:00,82.83000183105469,74.39600372314453
2022-01-13 01:00:00+00:00,82.62000274658203,74.60299682617188
2022-01-13 02:00:00+00:00,82.62999725341797,74.57389831542969
2022-01-13 03:00:00+00:00,82.47000122070312,74.59100341796875
2022-01-13 04:00:00+00:00,82.45999908447266,74.65499877929688
2022-01-13 05:00:00+00:00,82.29000091552734,74.63800048828125
2022-01-13 06:00:00+00:00,82.43000030517578,74.57350158691406
2022-01-13 07:00:00+00:00,82.37000274658203,74.58902740478516
2022-01-13 08:00:00+00:00,82.66000366210938,74.62799835205078
2022-01-13 09:00:00+00:00,82.76000213623047,74.58760070800781
2022-01-13 10:00:00+00:00,82.62999725341797,74.64720153808594
2022-01-13 11:00:00+00:00,82.62999725341797,75.11689758300781
2022-01-13 12:00:00+00:00,82.20999908447266,75.58853912353516
2022-01-13 13:00:00+00:00,82.37999725341797,75.51119995117188
2022-01-13 14:00:00+00:00,82.70999908447266,75.88520812988281
2022-01-13 15:00:00+00:00,81.95999908447266,76.23860168457031
2022-01-13 16:00:00+00:00,82.7300033569336,76.15499877929688
2022-01-13 17:00:00+00:00,82.27999877929688,76.18350219726562
2022-01-13 18:00:00+00:00,82.41000366210938,76.1659164428711
2022-01-13 19:00:00+00:00,81.7699966430664,76.17803192138672
2022-01-13 20:00:00+00:00,81.48999786376953,76.25900268554688
2022-01-13 21:00:00+00:00,81.69999694824219,76.36499786376953
2022-01-13 23:00:00+00:00,81.80999755859375,76.2572021484375
2022-01-14 00:00:00+00:00,81.69999694824219,76.20099639892578
2022-01-14 01:00:00+00:00,81.7699966430664,76.17400360107422
2022-01-14 02:00:00+00:00,81.9000015258789,76.24359893798828
2022-01-14 03:00:00+00:00,81.77999877929688,76.30870056152344
2022-01-14 04:00:00+00:00,81.8499984741211,76.19499969482422
2022-01-14 05:00:00+00:00,82.0,76.08999633789062
2022-01-14 06:00:00+00:00,82.18000030517578,75.96099853515625
2022-01-14 07:00:00+00:00,82.23999786376953,75.78669738769531
2022-01-14 08:00:00+00:00,82.5999984741211,75.75933074951172
2022-01-14 09:00:00+00:00,82.69999694824219,76.06890106201172
2022-01-14 10:00:00+00:00,83.05000305175781,76.25980377197266
2022-01-14 11:00:00+00:00,82.76000213623047,76.82479858398438
2022-01-14 12:00:00+00:00,82.29000091552734,76.69487762451172
2022-01-14 13:00:00+00:00,82.19000244140625,76.44840240478516
2022-01-14 14:00:00+00:00,83.0199966430664,76.10279846191406
2022-01-14 15:00:00+00:00,82.93000030517578,76.15290069580078
2022-01-14 16:00:00+00:00,82.79000091552734,76.21700286865234
2022-01-14 17:00:00+00:00,84.11000061035156,76.4229965209961
2022-01-14 18:00:00+00:00,83.95999908447266,76.32250213623047
2022-01-14 19:00:00+00:00,83.80999755859375,76.30072784423828
2022-01-14 20:00:00+00:00,84.23999786376953,76.20670318603516
2022-01-14 21:00:00+00:00,84.2699966430664,76.36510467529297
2022-01-17 00:00:00+00:00,84.37999725341797,76.24559783935547
2022-01-17 01:00:00+00:00,84.5199966430664,76.24250030517578
2022-01-17 02:00:00+00:00,84.23999786376953,76.18299865722656
2022-01-17 03:00:00+00:00,84.22000122070312,76.02200317382812
2022-01-17 04:00:00+00:00,84.12000274658203,76.23390197753906
2022-01-18 05:00:00+00:00,85.1500015258789,76.16899871826172
2022-01-18 06:00:00+00:00,85.4000015258789,76.13400268554688
2022-01-18 07:00:00+00:00,85.69000244140625,76.27831268310547
2022-01-18 08:00:00+00:00,85.06999969482422,76.44400024414062
2022-01-18 09:00:00+00:00,85.06999969482422,76.64340209960938
2022-01-18 10:00:00+00:00,85.38999938964844,76.4702377319336
2022-01-18 11:00:00+00:00,84.86000061035156,76.53700256347656
2022-01-18 12:00:00+00:00,84.9000015258789,76.4441909790039
2022-01-18 13:00:00+00:00,85.38999938964844,76.50900268554688
2022-01-18 14:00:00+00:00,85.01000213623047,76.60761260986328
2022-01-18 15:00:00+00:00,85.05999755859375,76.802001953125
2022-01-18 16:00:00+00:00,85.1500015258789,76.66999816894531
2022-01-18 17:00:00+00:00,84.77999877929688,76.87799835205078
2022-01-18 18:00:00+00:00,85.30999755859375,76.95099639892578
2022-01-18 19:00:00+00:00,85.83000183105469,76.95379638671875
2022-01-18 20:00:00+00:00,85.86000061035156,76.97380065917969
2022-01-18 21:00:00+00:00,86.55999755859375,77.03299713134766
2022-01-18 23:00:00+00:00,86.80000305175781,76.93720245361328
2022-01-19 00:00:00+00:00,86.79000091552734,76.9529037475586
2022-01-19 01:00:00+00:00,86.91999816894531,76.88200378417969
2022-01-19 02:00:00+00:00,86.75,76.86000061035156
2022-01-19 03:00:00+00:00,86.62000274658203,76.93299865722656
2022-01-19 04:00:00+00:00,86.54000091552734,76.95870208740234
2022-01-19 05:00:00+00:00,86.5199966430664,77.02999877929688
2022-01-19 06:00:00+00:00,86.13999938964844,77.01100158691406
2022-01-19 07:00:00+00:00,86.1500015258789,76.76129913330078
2022-01-19 08:00:00+00:00,85.95999908447266,76.86799621582031
2022-01-19 09:00:00+00:00,86.55999755859375,76.47750091552734
2022-01-19 10:00:00+00:00,86.72000122070312,76.4801025390625
2022-01-19 11:00:00+00:00,86.4000015258789,76.01899719238281
2022-01-19 12:00:00+00:00,86.04000091552734,76.10549926757812
2022-01-19 13:00:00+00:00,86.16000366210938,76.22689819335938
2022-01-19 14:00:00+00:00,86.68000030517578,76.54740142822266
2022-01-19 15:00:00+00:00,87.08999633789062,76.46900177001953
2022-01-19 16:00:00+00:00,87.68000030517578,76.34870147705078
2022-01-19 17:00:00+00:00,87.19999694824219,76.36399841308594
2022-01-19 18:00:00+00:00,86.69000244140625,76.24800109863281
2022-01-19 19:00:00+00:00,86.61000061035156,76.1268310546875
2022-01-19 20:00:00+00:00,86.5,76.14600372314453
2022-01-19 21:00:00+00:00,86.16999816894531,76.17500305175781
2022-01-19 23:00:00+00:00,86.13999938964844,76.15499877929688
2022-01-20 00:00:00+00:00,86.31999969482422,76.39119720458984
2022-01-20 01:00:00+00:00,86.0,76.44619750976562
2022-01-20 02:00:00+00:00,86.55000305175781,76.15029907226562
2022-01-20 03:00:00+00:00,87.05999755859375,76.08799743652344
2022-01-20 04:00:00+00:00,87.08999633789062,76.0459976196289
2022-01-20 05:00:00+00:00,87.2699966430664,76.13390350341797
2022-01-20 06:00:00+00:00,86.93000030517578,76.11499786376953
2022-01-20 07:00:00+00:00,86.9000015258789,76.43750762939453
2022-01-20 08:00:00+00:00,86.68000030517578,76.66629791259766
2022-01-20 09:00:00+00:00,86.66999816894531,76.52899932861328
2022-01-20 10:00:00+00:00,86.72000122070312,76.60649871826172
2022-01-20 11:00:00+00:00,86.66999816894531,76.68000030517578
2022-01-20 12:00:00+00:00,86.33999633789062,76.625732421875
2022-01-20 13:00:00+00:00,86.5999984741211,76.60399627685547
