,unix,open,high,low,close,volume,MA_20,EMA_20,RSI,macd,macdsignal,macdhist
64,1575648000000,147.23,147.53,146.81,147.13,8160.96555,147.2815,147.05099948459065,51.317597685787,-0.0406762014455068,0.042710624338972,-0.0833868257844789
65,1575651600000,147.13,149.77,147.12,148.37,23096.43481,147.308,147.17678876102593,61.90719970497808,0.0724909351384042,0.0486666864988584,0.0238242486395457
66,1575655200000,148.29,148.78,147.67,148.61,20111.62721,147.3485,147.31345235232143,63.55941710935695,0.1794738377595592,0.0748281167509986,0.1046457210085606
67,1575658800000,148.6,148.71,147.88,148.11,7716.25052,147.349,147.38939814090023,57.922814763269,0.2213610254227376,0.1041346984853464,0.1172263269373911
68,1575662400000,148.1,148.24,147.8,147.81,3444.84042,147.368,147.42949563845224,54.783579731844,0.2277243658947725,0.1288526319672316,0.0988717339275408
69,1575666000000,147.81,148.31,147.8,148.07,2466.23981,147.38,147.4905514051759,56.96067007628356,0.2508554803284823,0.1532532016394818,0.0976022786890005
70,1575669600000,148.09,148.78,148.08,148.36,5717.64409,147.4135,147.57342400786368,59.31375303750213,0.2892532995534225,0.1804532212222699,0.1088000783311525
71,1575673200000,148.36,148.88,147.75,148.45,10122.88036,147.473,147.65696943583558,60.04385664681698,0.3232202143358904,0.209006619844994,0.1142135944908963
72,1575676800000,148.46,148.93,148.24,148.31,5653.38616,147.5085,147.71920460980925,58.29153993555495,0.3349809570932507,0.2342014872946453,0.1007794697986053
73,1575680400000,148.3,148.72,148.05,148.22,4552.07921,147.5455,147.7669284005691,57.137125970663895,0.3331982802553455,0.2540008458867854,0.07919743436856
74,1575684000000,148.22,148.68,148.22,148.59,5549.64495,147.60150000000002,147.84535928015964,60.592381212571325,0.3575201342398486,0.274704703557398,0.0828154306824505
75,1575687600000,148.59,148.65,148.27,148.39,4489.09953,147.6345,147.8972556322975,57.876480343900994,0.3565469983674063,0.2910731625193997,0.0654738358480065
76,1575691200000,148.37,149.49,148.37,148.84,9880.90203,147.705,147.987081225089,62.00324415646472,0.3876187922181486,0.3103822884591495,0.0772365037589991
77,1575694800000,148.84,149.18,148.62,148.87,6535.29921,147.78900000000002,148.07120297143598,62.26863194660712,0.409938644469122,0.330293559661144,0.079645084807978
78,1575698400000,148.86,148.99,148.44,148.53,3766.79535,147.8945,148.11491402563263,57.37740651302142,0.3956315356119546,0.3433611548513061,0.0522703807606484
79,1575702000000,148.47,148.67,148.37,148.48,4248.94787,147.99399999999997,148.14969570874058,56.672395828429366,0.3759250368137543,0.3498739312437958,0.0260511055699585
80,1575705600000,148.47,148.72,147.14,147.8,12348.8161,148.053,148.11638131143326,48.02904184979451,0.3019564119796882,0.3402904273909742,-0.038334015411286
81,1575709200000,147.78,147.98,147.49,147.55,10013.60258,148.11550000000005,148.0624255160722,45.29398096155839,0.220619667030121,0.3163562753188036,-0.0957366082886825
82,1575712800000,147.53,148.07,147.26,147.79,9239.72129,148.17450000000002,148.03647382391628,48.33563680743186,0.1735254119610658,0.2877901026472561,-0.1142646906861902
83,1575716400000,147.79,148.25,147.68,147.92,9482.19966,148.20999999999998,148.02537860125813,49.95864537596011,0.1450210763717621,0.2592362973921572,-0.1142152210203951
84,1575720000000,147.94,148.17,147.8,147.8,5691.58651,148.24349999999998,148.00390963519,48.44575304949348,0.1114633083018645,0.2296816995740987,-0.1182183912722341
85,1575723600000,147.81,148.0,147.46,147.66,6421.03644,148.208,147.9711503485594,46.6700627431406,0.0727332813718533,0.1982920159336496,-0.1255587345617963
86,1575727200000,147.65,148.55,147.6,148.25,8245.29292,148.19,147.99771185097842,54.27617492876996,0.0886259009409684,0.1763587929351134,-0.0877328919941449
87,1575730800000,148.25,148.47,147.93,148.28,5428.77862,148.1985,148.0246004599446,54.63050622576728,0.1024605641254368,0.1615791471731781,-0.0591185830477412
88,1575734400000,148.25,148.42,147.62,147.73,4467.31545,148.1945,147.99653947439796,47.38116109191829,0.0682574020719357,0.1429147981529296,-0.0746573960809938
89,1575738000000,147.73,148.06,147.47,147.9,3498.92407,148.186,147.98734411243504,49.60705375151833,0.0542434443141246,0.1251805273851686,-0.0709370830710439
90,1575741600000,147.9,147.98,147.31,147.55,3309.56225,148.1455,147.94568767579727,45.35327035476976,0.0147254609504159,0.1030895140982181,-0.0883640531478021
91,1575745200000,147.55,147.97,147.35,147.86,3463.76318,148.116,147.9375261264384,49.48498884377403,0.0083256111816751,0.0841367335149095,-0.0758111223332343
92,1575748800000,147.86,147.86,147.1,147.3,3992.0466,148.0655,147.87680384392576,43.139658122549854,-0.0414557595622682,0.0590182348994739,-0.1004739944617421
93,1575752400000,147.29,147.34,146.85,146.99,4692.88995,148.004,147.79233940233962,40.076110069170014,-0.1047151724293371,0.0262715534337117,-0.1309867258630488
94,1575756000000,146.99,147.69,146.91,147.61,2764.37096,147.95499999999998,147.77497245529213,48.02580476845024,-0.1036253657305223,0.0002921696008649,-0.1039175353313873
95,1575759600000,147.6,147.76,147.0,147.14,2735.62499,147.89249999999998,147.71449482473463,43.33273115042169,-0.1390834902174447,-0.027582962362797,-0.1115005278546476
96,1575763200000,147.16,147.63,146.67,147.47,6603.86047,147.824,147.69120818775113,47.23175700447292,-0.1389542887161212,-0.0498572276334618,-0.0890970610826593
97,1575766800000,147.47,147.53,147.0,147.45,9606.05441,147.753,147.6682347158549,47.02059649239352,-0.1388649794063496,-0.0676587779880394,-0.0712062014183102
98,1575770400000,147.44,147.46,146.95,147.19,5302.76542,147.686,147.62268628586708,44.25092059952999,-0.1579532415778146,-0.0857176707059944,-0.0722355708718201
99,1575774000000,147.22,147.23,146.11,146.69,6487.50647,147.59650000000002,147.53385502113144,39.43969517089268,-0.2109944356827782,-0.1107730237013512,-0.1002214119814269
100,1575777600000,146.69,147.19,146.36,146.83,3825.74133,147.548,147.4668184788791,41.36214144757332,-0.2389783406290178,-0.1364140870868845,-0.1025642535421332
101,1575781200000,146.86,147.12,146.72,146.94,3069.29741,147.51749999999998,147.41664344120142,42.895988687372885,-0.2494047238133703,-0.1590122144321817,-0.0903925093811886
102,1575784800000,146.93,147.22,146.9,147.13,2426.33076,147.4845,147.38934315551495,45.5456024121055,-0.2395746283160349,-0.1751246972089523,-0.0644499311070825
103,1575788400000,147.14,147.28,146.86,147.01,3764.81686,147.43900000000002,147.3532141459486,44.15218735093775,-0.2387154409227889,-0.1878428459517196,-0.0508725949710692
104,1575792000000,147.0,147.08,146.89,147.02,4535.05471,147.4,147.32147859912232,44.30510333699985,-0.2345241637238473,-0.1971791095061452,-0.0373450542177021
105,1575795600000,147.02,148.75,146.96,148.14,27183.18069,147.424,147.39943494350703,58.132165762462286,-0.1392230301494805,-0.1855878936348122,0.0463648634853317
106,1575799200000,148.14,148.44,147.8,148.14,8666.61109,147.41850000000002,147.46996652488068,58.132165762462286,-0.0629703126180061,-0.161064377431451,0.0980940648134449
107,1575802800000,148.14,148.51,147.85,148.14,6447.08599,147.4115,147.5337805268899,58.13216576246229,-0.0025105446076452,-0.1293536108666898,0.1268430662590446
108,1575806400000,148.16,148.28,147.8,147.91,5273.21458,147.4205,147.5696116082896,54.65211666380417,0.0265392513503854,-0.0981750384232748,0.1247142897736602
109,1575810000000,147.9,149.03,147.88,148.54,7653.73015,147.4525,147.66203107981386,61.45821326385848,0.0992530316440252,-0.0586894244098147,0.15794245605384
110,1575813600000,148.55,148.71,148.18,148.6,4922.84482,147.50500000000002,147.75136279072606,62.04251066031934,0.1598777537356852,-0.0149759887807147,0.1748537425164
111,1575817200000,148.61,151.5,148.57,150.68,31682.38563,147.64600000000002,148.0302843987245,75.7611469236684,0.3714797125968516,0.0623151514947985,0.3091645611020531
112,1575820800000,150.68,150.97,149.89,150.29,13991.82208,147.7955,148.24549804619738,70.6082122839577,0.5019202249513341,0.1502361661861056,0.3516840587652285
113,1575824400000,150.3,151.0,150.28,150.76,11159.34561,147.98399999999998,148.4849770784463,72.99225661074405,0.6358901964546817,0.2473669722398208,0.3885232242148608
114,1575828000000,150.76,151.62,150.42,150.72,13043.66661,148.1395,148.6978385400184,72.45362078695237,0.7304149297242191,0.3439765637367005,0.3864383659875186
115,1575831600000,150.72,150.87,150.02,150.42,6959.42429,148.3035,148.8618554060681,68.37811499314745,0.7722173283858069,0.4296247166665218,0.3425926117192851
116,1575835200000,150.42,150.9,150.12,150.89,5009.86808,148.47449999999998,149.05501362051388,71.11902374280194,0.8336611754467924,0.510432008422576,0.3232291670242164
117,1575838800000,150.88,150.99,150.6,150.65,4043.75291,148.6345,149.20691821403213,67.88332560032005,0.8531552302615637,0.5789766527903735,0.2741785774711902
118,1575842400000,150.63,151.22,150.41,151.21,5136.76559,148.8355,149.39768919054418,71.17837646487166,0.9033781480763992,0.6438569518475786,0.2595211962288205
119,1575846000000,151.21,151.4,150.3,150.44,8506.47664,149.023,149.4969574905304,61.79100141515107,0.8710071788649429,0.6892869972510515,0.1817201816138914
120,1575849600000,150.44,151.09,150.25,150.62,8967.4427,149.2125,149.60391450865802,63.01884494630797,0.8500782750227529,0.7214452528053917,0.1286330222173611
121,1575853200000,150.61,150.68,149.52,149.79,8749.7155,149.355,149.62163702465406,54.346453883054615,0.7577826577672226,0.7287127337977579,0.0290699239694647
122,1575856800000,149.78,150.24,149.42,150.21,13343.80989,149.509,149.67767184618597,57.53133281035796,0.7103398504272036,0.725038157123647,-0.0146983066964434
123,1575860400000,150.19,150.44,149.82,150.31,3513.39831,149.674,149.73789382059658,58.27764851570279,0.673051726722889,0.7146408710434955,-0.0415891443206064
124,1575864000000,150.3,150.96,150.04,150.12,7118.79033,149.829,149.77428501951158,56.25485189547125,0.6210105844847931,0.695914813731755,-0.0749042292469619
125,1575867600000,150.1,150.46,149.85,149.98,6768.62703,149.921,149.79387698778856,54.74696297617645,0.5619924749308893,0.6691303459715818,-0.1071378710406925
126,1575871200000,150.0,150.37,149.72,150.07,9673.94216,150.01749999999998,149.820174496914,55.57142546438868,0.5165282298395937,0.6386099227451842,-0.1220816929055905
127,1575874800000,150.02,150.09,149.1,149.31,13391.11189,150.076,149.7715863168733,47.67283002831963,0.4143949525761456,0.5937669287113765,-0.1793719761352308
128,1575878400000,149.31,149.35,148.79,149.0,11405.41853,150.1305,149.69810172414003,44.87127275020408,0.3049242088218591,0.535998384733473,-0.2310741759116139
129,1575882000000,149.0,149.31,148.91,148.97,7312.23193,150.152,149.6287585477463,44.598130132760346,0.2132884499395118,0.4714563977746808,-0.258167947835169
130,1575885600000,148.97,149.55,148.88,149.29,8061.98987,150.18649999999997,149.59649576364595,48.21893767751863,0.1645904798756703,0.4100832141948787,-0.2454927343192083
131,1575889200000,149.32,149.7,149.09,149.12,8455.8932,150.1085,149.55111513166597,46.48097720372852,0.1109998710806223,0.3502665455720274,-0.239266674491405
132,1575892800000,149.14,150.19,149.0,150.06,8796.68578,150.097,149.59958043748057,55.93792188615866,0.1427337260579406,0.30875998166921,-0.1660262556112693
133,1575896400000,150.03,150.36,149.69,149.7,8856.54761,150.044,149.6091442196689,52.13814921553428,0.1372518890622984,0.2744583631478277,-0.1372064740855292
134,1575900000000,149.7,150.31,149.63,150.21,7855.89323,150.0185,149.66636865727386,56.63250999958055,0.1720766391191546,0.2539820183420931,-0.0819053792229385
135,1575903600000,150.22,151.19,147.0,148.02,49219.33468,149.89849999999998,149.50957144998446,39.485876947211565,0.0226991454130427,0.207725443756283,-0.1850262983432403
136,1575907200000,148.03,148.32,147.04,147.64,12780.16868,149.736,149.33151682859176,37.37152154967477,-0.1249065735352132,0.1411990402979837,-0.2661056138331971
137,1575910800000,147.65,148.08,147.55,148.07,5088.78859,149.607,149.21137224810056,41.20792714617367,-0.2048266487962564,0.0719939024791357,-0.2768205512753922
138,1575914400000,148.05,148.15,147.85,148.14,4124.49213,149.4535,149.10933670321324,41.83259137827851,-0.2595238399689208,0.0056903539895244,-0.2652141939584452
139,1575918000000,148.13,148.33,147.0,147.33,9601.93368,149.29799999999997,148.93987592553734,36.94141767011212,-0.3640356126544191,-0.0682548393392643,-0.2957807733151548
140,1575921600000,147.34,147.83,146.56,146.8,14558.96533,149.107,148.7360780668,34.129492955718135,-0.4840487039304548,-0.1514136122575024,-0.3326350916729524
141,1575925200000,146.78,147.67,146.62,147.35,6445.14302,148.985,148.60407054305497,39.2936096143449,-0.5286851862244362,-0.2268679270508891,-0.3018172591735469
142,1575928800000,147.33,147.49,146.8,147.16,6201.42995,148.8325,148.4665399314296,38.18004089698614,-0.5727885819108849,-0.2960520580228883,-0.2767365238879966
143,1575932400000,147.19,147.72,147.09,147.38,3484.23847,148.68599999999998,148.36305988097035,40.29010273600564,-0.5832651616434532,-0.3534946787470013,-0.2297704828964519
144,1575936000000,147.4,147.76,147.2,147.7,5098.37375,148.565,148.2999112894122,43.3205324288217,-0.5592993462015272,-0.3946556122379064,-0.1646437339636207
145,1575939600000,147.69,148.57,146.18,147.11,20861.90554,148.42149999999998,148.18658635361646,39.35464315886565,-0.5812144555139582,-0.4319673808931168,-0.1492470746208414
146,1575943200000,147.12,147.48,146.82,147.12,9964.16495,148.274,148.08500665945772,39.455813198629365,-0.5909631655961789,-0.4637665378337292,-0.1271966277624496
147,1575946800000,147.1,147.36,146.84,147.23,5794.76585,148.17000000000002,148.00357742374416,40.62910312776364,-0.5830914921210706,-0.4876315286911975,-0.095459963429873
148,1575950400000,147.23,147.37,146.89,147.21,7468.09643,148.0805,147.9279985962473,40.475518655765775,-0.5718747508842057,-0.5044801731297992,-0.0673945777544064
149,1575954000000,147.19,147.35,146.83,147.08,6697.5027,147.98600000000002,147.84723680077826,39.432101351486,-0.5669399849477941,-0.5169721354933982,-0.0499678494543959
150,1575957600000,147.07,147.25,146.91,147.11,6425.21035,147.877,147.77702375294172,39.817666015074046,-0.5542196984170005,-0.5244216480781186,-0.0297980503388818
151,1575961200000,147.11,147.48,146.8,147.27,7542.12731,147.7845,147.72873576452972,41.9404782574106,-0.5251742351986763,-0.5245721655022302,-0.0006020696964461
152,1575964800000,147.26,147.35,146.67,146.88,8349.81734,147.6255,147.6479037688699,38.386233244897326,-0.5275440376891822,-0.5251665399396206,-0.0023774977495616
153,1575968400000,146.89,147.36,146.78,146.93,7737.95176,147.48700000000002,147.5795319675177,39.09880706849127,-0.5194002186981095,-0.5240132756913184,0.0046130569932089
154,1575972000000,146.94,147.39,146.94,147.26,6830.62752,147.3395,147.54910034598996,43.72472918792321,-0.480775856597404,-0.5153657918725355,0.0345899352751314
155,1575975600000,147.26,147.46,147.12,147.23,6452.12662,147.3,147.518709831812,43.40197343488262,-0.4474288394917778,-0.501778401396384,0.0543495619046061
156,1575979200000,147.23,147.31,146.96,147.26,4264.90523,147.281,147.49407079651675,43.84834253951696,-0.4138101925914554,-0.4841847596353982,0.0703745670439427
157,1575982800000,147.22,147.33,146.91,147.0,5156.48067,147.22750000000002,147.4470164285608,40.84201190145513,-0.403495751941989,-0.4680469580967164,0.0645512061547273
158,1575986400000,146.97,147.41,145.07,145.95,23459.84483,147.118,147.3044434178664,31.46088300387294,-0.4745770790463552,-0.4693529822866442,-0.005224096759711
159,1575990000000,145.99,146.15,144.99,145.14,19847.1649,147.0085,147.09830592660816,26.419468024898364,-0.5894746763042349,-0.4933773210901623,-0.0960973552140725
160,1575993600000,145.15,145.69,145.0,145.36,11430.30273,146.9365,146.93275296458432,29.713847731958428,-0.655226643656647,-0.5257471856034592,-0.1294794580531877
161,1575997200000,145.34,145.49,144.66,144.68,7939.75926,146.803,146.71820504369322,25.85987940467248,-0.7535197617401082,-0.571301700830789,-0.1822180609093191
162,1576000800000,144.67,145.0,144.39,144.72,7669.45145,146.68099999999998,146.5278997857857,26.46408467929355,-0.8187520364579939,-0.62079176795623,-0.1979602685017638
163,1576004400000,144.77,145.02,144.55,144.97,3895.9555,146.5605,146.37952836657544,30.287959943355386,-0.8405864165194998,-0.664750697668884,-0.1758357188506158
164,1576008000000,144.91,144.92,143.81,144.69,8564.26615,146.41,146.21862089225937,28.500410605877477,-0.8704499744991097,-0.7058905530349291,-0.1645594214641805
165,1576011600000,144.69,145.3,144.61,144.96,4248.34462,146.3025,146.09875222855243,32.62944550149393,-0.8623892296170368,-0.7371902883513506,-0.1251989412656862
166,1576015200000,144.95,145.9,144.95,145.75,3963.42962,146.23399999999998,146.0655377287646,43.0013313373042,-0.7832260906967292,-0.7463974488204264,-0.0368286418763028
167,1576018800000,145.75,145.92,145.5,145.56,3553.27429,146.1505,146.0173912760054,41.35241114569354,-0.7274347301101614,-0.7426049050783734,0.015170174968212
168,1576022400000,145.53,145.87,145.51,145.74,1948.09925,146.077,145.9909730580512,43.56044096332633,-0.6610747213302659,-0.7262988683287519,0.065224146998486
169,1576026000000,145.74,146.34,145.61,146.11,4253.5464,146.02849999999998,146.0023089577471,47.902406177509086,-0.5720339768864164,-0.6954458900402848,0.1234119131538683
170,1576029600000,146.11,146.3,145.76,145.93,3259.01088,145.9695,145.9954223900883,46.04650492980758,-0.5101127785114556,-0.6583792677345189,0.1482664892230633
171,1576033200000,145.93,145.96,144.98,145.49,4916.10811,145.88049999999998,145.94728692275729,41.78482368268295,-0.4908854831634528,-0.6248805108203057,0.1339950276568529
172,1576036800000,145.52,145.8,145.3,145.52,3362.19096,145.8125,145.90659292888355,42.17776925186981,-0.4678340639231066,-0.593471221440866,0.1256371575177592
173,1576040400000,145.53,145.77,144.85,144.9,4400.63126,145.71099999999998,145.81072693303454,36.66904651170497,-0.4939010823083265,-0.5735571936143581,0.0796561113060315
174,1576044000000,144.91,145.65,144.84,145.49,5050.32441,145.6225,145.7801815100849,44.1451180985431,-0.4616299305325526,-0.551171740997997,0.0895418104654444
175,1576047600000,145.51,145.81,145.19,145.67,4057.45534,145.54450000000003,145.76968803269904,46.230560090458354,-0.4167265503032809,-0.5242827028590538,0.1075561525557728
176,1576051200000,145.67,145.9,145.6,145.75,4018.27011,145.469,145.76781298192782,47.174582021188336,-0.3704150523994372,-0.4935091727671304,0.1230941203676933
177,1576054800000,145.75,146.17,145.71,145.84,8442.74951,145.411,145.7746879361559,48.27481790443901,-0.3227303739573983,-0.459353413005184,0.1366230390477857
178,1576058400000,145.85,145.89,145.3,145.69,6809.80659,145.398,145.76662241829305,46.53518450917788,-0.2936585561015761,-0.4262144416244625,0.1325558855228863
179,1576062000000,145.73,145.8,145.52,145.61,3713.85043,145.4215,145.75170599727943,45.591547774043526,-0.2739167209598179,-0.3957548974915336,0.1218381765317156
180,1576065600000,145.57,146.21,145.54,146.08,8952.40373,145.4575,145.78297209320104,51.77824630382912,-0.2178350356383873,-0.3601709251209043,0.1423358894825169
181,1576069200000,146.07,146.12,145.27,145.48,4917.40914,145.4975,145.7541176077799,44.77825049962447,-0.2192771906071868,-0.3319921782181608,0.1127149876109739
182,1576072800000,145.51,145.75,145.13,145.3,6193.24697,145.5265,145.7108683113203,42.90430377638306,-0.2322671730971706,-0.3120471771939628,0.0797800040967922
183,1576076400000,145.3,145.34,142.12,142.8,39625.91456,145.418,145.43364275507415,26.38715985341244,-0.4392277898845407,-0.3374832997320783,-0.1017444901524623
184,1576080000000,142.81,143.58,142.19,142.91,16333.99906,145.329,145.19329582383332,27.70594497644198,-0.5875960475967474,-0.3875058493050122,-0.2000901982917352
185,1576083600000,142.91,143.42,142.66,143.3,6745.09475,145.246,145.01298193436529,32.33448937446907,-0.6660316221849882,-0.4432110038810074,-0.2228206183039808
186,1576087200000,143.3,143.38,142.82,142.97,4127.92041,145.10700000000003,144.81841222488177,30.55204436257341,-0.746218677806155,-0.5038125386660369,-0.2424061391401181
187,1576090800000,142.96,143.14,142.51,142.79,3742.74828,144.9685,144.62523010692493,29.593761862536976,-0.814898351836348,-0.5660297013000991,-0.2488686505362488
188,1576094400000,142.78,142.78,142.47,142.49,2645.13416,144.80599999999998,144.4218748574069,28.01651103207193,-0.8833522462834935,-0.629494210296778,-0.2538580359867155
