Q1 1994,Q2 1994,Q3 1994,Q4 1994,"1,994",Q1 1995,Q2 1995,Q3 1995,Q4 1995,"1,995",Q1 1996,Q2 1996,Q3 1996,Q4 1996,"1,996",Q1 1997,Q2 1997,Q3 1997,Q4 1997,"1,997",Q1 1998,Q2 1998,Q3 1998,Q4 1998,"1,998",Q1 1999,Q2 1999,Q3 1999,Q4 1999,"1,999",Q1 2000,Q2 2000,Q3 2000,Q4 2000,"2,000",Q1 2001,Q2 2001,Q3 2001,Q4 2001,"2,001",Q1 2002,Q2 2002,Q3 2002,Q4 2002,"2,002",Q1 2003,Q2 2003,Q3 2003,Q4 2003,"2,003",Q1 2004,Q2 2004,Q3 2004,Q4 2004,"2,004",Q1 2005,Q2 2005,Q3 2005,Q4 2005,"2,005",Q1 2006,Q2 2006,Q3 2006,Q4 2006,"2,006",Q1 2007,Q2 2007,Q3 2007,Q4 2007,"2,007",Q1 2008,Q2 2008,Q3 2008,Q4 2008,"2,008",Q1 2009,Q2 2009,Q3 2009,Q4 2009,"2,009",Q1 2010,Q2 2010,Q3 2010,Q4 2010,"2,010",Q1 2011,Q2 2011,Q3 2011,Q4 2011,"2,011",Q1 2012,Q2 2012,Q3 2012,Q4 2012,"2,012",Q1 2013,Q2 2013,Q3 2013,Q4 2013,"2,013",Q1 2014,Q2 2014,Q3 2014,Q4 2014,"2,014",Q1 2015,Q2 2015,Q3 2015,Q4 2015,"2,015",Q1 2016,Q2 2016,Q3 2016,Q4 2016,"2,016",Q1 2017,Q2 2017,Q3 2017,Q4 2017,"2,017",Q1 2018,Q2 2018,Q3 2018,Q4 2018,"2,018",Q1 2019,Q2 2019,Q3 2019,Q4 2019,"2,019",Q1 2020,Q2 2020,Q3 2020,Q4 2020,"2,020",Q1 2021,Q2 2021,Q3 2021,Q4 2021,"2,021"
-67,-51,-52,-209,-379,-70,-114,-457,-820,"-1,460",-290,93,-579,-881,"-1,656",350,-552,-860,-619,"-1,681",-354,-40,-255,-903,"-1,552",-222,-124,-195,-520,"-1,061",157,23,289,32,501,237,-99,3,-448,-306,-179,110,-500,628,59,-826,-778,717,"2,682","1,795",-592,-487,"2,152","-2,694","-1,621",-776,"-2,571","-3,387","9,105","2,372","-2,915","-5,958","-1,873","3,145","-7,602","-12,020","8,421",19,"-7,493","-11,072","-4,915","-5,858","-5,596","-2,750","-19,120","4,169","1,076","-2,824","4,277","6,697","1,652","1,816","3,055","2,925","9,448",193,"5,271",-685,"6,988","11,767","-1,528","7,600","-2,217","-5,620","-1,765","25,410","-9,139","-3,590","4,607","17,288","4,503","2,130","12,260","16,158","35,051",559,"5,742","8,366",565,"15,232","7,759",-175,"-2,185","-15,624","-10,225","2,562","-5,390","1,531","9,497","8,200","5,607","2,501","4,130","10,354","22,592","-1,243","-1,326","-6,866",-617,"-10,052","4,377","-1,618","-5,411",-980,"-3,632","3,183","3,289","4,218","14,673","25,363"
