Ticker,CL=F,CL=F,CL=F,CL=F,CL=F,CL=F,RUB=X,RUB=X,RUB=X,RUB=X,RUB=X,RUB=X
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2023-04-18,81.0,81.4800033569336,79.87000274658203,80.86000061035156,80.86000061035156,96290.0,82.01499938964844,82.03800201416016,81.17500305175781,82.01499938964844,82.01499938964844,0.0
2023-04-19,80.91999816894531,81.18000030517578,78.45999908447266,79.16000366210938,79.16000366210938,78310.0,81.76499938964844,82.0469970703125,81.4280014038086,81.76499938964844,81.76499938964844,0.0
2023-04-20,78.87000274658203,78.88999938964844,76.97000122070312,77.29000091552734,77.29000091552734,361413.0,81.66500091552734,81.81500244140625,80.99150085449219,81.66500091552734,81.66500091552734,0.0
2023-04-21,77.12999725341797,78.38999938964844,76.72000122070312,77.87000274658203,77.87000274658203,291114.0,81.76499938964844,82.10549926757812,81.21299743652344,81.76499938964844,81.76499938964844,0.0
2023-04-24,77.97000122070312,79.18000030517578,76.72000122070312,78.76000213623047,78.76000213623047,306720.0,81.41500091552734,81.7020034790039,80.7750015258789,81.41500091552734,81.41500091552734,0.0
2023-04-25,78.73999786376953,79.06999969482422,76.5,77.06999969482422,77.06999969482422,361646.0,81.45999908447266,81.76950073242188,81.17500305175781,81.45999908447266,81.45999908447266,0.0
2023-04-26,77.08000183105469,77.93000030517578,74.05000305175781,74.30000305175781,74.30000305175781,497778.0,81.66500091552734,83.34649658203125,81.41400146484375,80.81600189208984,80.81600189208984,0.0
2023-04-27,74.37999725341797,75.27999877929688,74.02999877929688,74.76000213623047,74.76000213623047,345880.0,81.76499938964844,81.92500305175781,81.2145004272461,81.76499938964844,81.76499938964844,0.0
2023-04-28,74.91000366210938,76.91999816894531,73.93000030517578,76.77999877929688,76.77999877929688,328399.0,81.81500244140625,81.81500244140625,78.86499786376953,81.81500244140625,81.81500244140625,0.0
2023-05-01,76.66000366210938,76.69000244140625,74.52999877929688,75.66000366210938,75.66000366210938,215017.0,80.41500091552734,80.41500091552734,79.19850158691406,80.41500091552734,80.41500091552734,0.0
2023-05-02,75.76000213623047,76.11000061035156,71.41999816894531,71.66000366210938,71.66000366210938,417820.0,80.66500091552734,80.66500091552734,79.35600280761719,80.66500091552734,80.66500091552734,0.0
2023-05-03,71.55999755859375,71.79000091552734,67.94999694824219,68.5999984741211,68.5999984741211,490523.0,80.07499694824219,80.08999633789062,78.875,80.07499694824219,80.07499694824219,0.0
2023-05-04,68.16000366210938,69.83999633789062,63.63999938964844,68.55999755859375,68.55999755859375,412495.0,79.46499633789062,79.46499633789062,77.45549774169922,79.46499633789062,79.46499633789062,0.0
2023-05-05,68.69999694824219,71.80999755859375,68.4800033569336,71.33999633789062,71.33999633789062,330585.0,78.46499633789062,78.46499633789062,76.32499694824219,78.46499633789062,78.46499633789062,0.0
2023-05-08,71.3499984741211,73.69000244140625,71.04000091552734,73.16000366210938,73.16000366210938,290076.0,77.7750015258789,78.43299865722656,76.46499633789062,77.7750015258789,77.7750015258789,0.0
2023-05-09,72.83999633789062,73.77999877929688,71.33999633789062,73.70999908447266,73.70999908447266,317493.0,77.69000244140625,78.53350067138672,77.26499938964844,77.69000244140625,77.69000244140625,0.0
2023-05-10,73.58000183105469,73.88999938964844,71.80000305175781,72.55999755859375,72.55999755859375,351506.0,77.96499633789062,78.28350067138672,75.79450225830078,77.96499633789062,77.96499633789062,0.0
2023-05-11,72.7699966430664,73.5,70.62999725341797,70.87000274658203,70.87000274658203,365892.0,76.07499694824219,77.94049835205078,75.2239990234375,77.69000244140625,77.69000244140625,0.0
2023-05-12,71.41999816894531,71.77999877929688,69.93000030517578,70.04000091552734,70.04000091552734,275435.0,76.96499633789062,78.16500091552734,76.17500305175781,76.96499633789062,76.96499633789062,0.0
2023-05-15,70.04000091552734,71.69000244140625,69.41000366210938,71.11000061035156,71.11000061035156,259013.0,77.32499694824219,79.83999633789062,77.32499694824219,77.32499694824219,77.32499694824219,0.0
2023-05-16,71.31999969482422,71.79000091552734,70.44999694824219,70.86000061035156,70.86000061035156,232328.0,79.71499633789062,80.73999786376953,79.125,79.71499633789062,79.71499633789062,0.0
2023-05-17,70.5999984741211,73.26000213623047,70.04000091552734,72.83000183105469,72.83000183105469,273708.0,80.45500183105469,81.22450256347656,79.84500122070312,80.45500183105469,80.45500183105469,0.0
2023-05-18,72.75,72.87000274658203,71.41999816894531,71.86000061035156,71.86000061035156,80864.0,79.71499633789062,80.43399810791016,79.44999694824219,79.71499633789062,79.71499633789062,0.0
2023-05-19,71.94000244140625,73.4000015258789,71.02999877929688,71.55000305175781,71.55000305175781,69949.0,80.36499786376953,80.52999877929688,79.28500366210938,80.36499786376953,80.36499786376953,0.0
2023-05-22,71.69999694824219,72.36000061035156,70.55000305175781,71.98999786376953,71.98999786376953,263977.0,80.06500244140625,80.2145004272461,79.38500213623047,80.06500244140625,80.06500244140625,0.0
2023-05-23,72.0999984741211,73.79000091552734,71.70999908447266,72.91000366210938,72.91000366210938,317586.0,80.46499633789062,80.68150329589844,79.56749725341797,80.46499633789062,80.46499633789062,0.0
2023-05-24,73.7699966430664,74.7300033569336,73.12999725341797,74.33999633789062,74.33999633789062,386611.0,80.125,80.56999969482422,78.80400085449219,80.125,80.125,0.0
2023-05-25,74.20999908447266,74.37000274658203,70.9800033569336,71.83000183105469,71.83000183105469,422637.0,80.06500244140625,80.41600036621094,79.29750061035156,80.06500244140625,80.06500244140625,0.0
2023-05-26,71.88999938964844,73.05000305175781,71.48999786376953,72.66999816894531,72.66999816894531,261498.0,80.21499633789062,80.260498046875,79.48249816894531,79.98999786376953,79.98999786376953,0.0
2023-05-30,73.2300033569336,73.55000305175781,69.0199966430664,69.45999908447266,69.45999908447266,440862.0,80.21499633789062,81.41799926757812,79.97250366210938,80.21499633789062,80.21499633789062,0.0
2023-05-31,69.62000274658203,69.69000244140625,67.02999877929688,68.08999633789062,68.08999633789062,444787.0,79.61000061035156,81.59249877929688,79.61000061035156,79.61000061035156,79.61000061035156,0.0
2023-06-01,67.5999984741211,71.06999969482422,67.51000213623047,70.0999984741211,70.0999984741211,395393.0,81.51499938964844,81.51499938964844,80.33499908447266,81.51499938964844,81.51499938964844,0.0
2023-06-02,70.20999908447266,72.16999816894531,70.0,71.73999786376953,71.73999786376953,322596.0,80.96499633789062,81.47100067138672,80.44750213623047,80.96499633789062,80.96499633789062,0.0
2023-06-05,75.02999877929688,75.05999755859375,71.7300033569336,72.1500015258789,72.1500015258789,383943.0,80.76499938964844,81.82499694824219,80.55750274658203,80.76499938964844,80.76499938964844,0.0
2023-06-06,71.98999786376953,72.33000183105469,70.12999725341797,71.73999786376953,71.73999786376953,314962.0,80.56500244140625,81.63999938964844,80.56500244140625,80.56500244140625,80.56500244140625,0.0
2023-06-07,71.55999755859375,73.19000244140625,71.01000213623047,72.52999877929688,72.52999877929688,299127.0,81.31500244140625,81.8550033569336,80.87249755859375,81.31500244140625,81.31500244140625,0.0
2023-06-08,72.47000122070312,73.27999877929688,69.02999877929688,71.29000091552734,71.29000091552734,485396.0,81.51499938964844,82.60800170898438,81.51499938964844,81.51499938964844,81.51499938964844,0.0
2023-06-09,70.94000244140625,71.7699966430664,70.0999984741211,70.16999816894531,70.16999816894531,300724.0,81.9749984741211,82.92500305175781,81.625,81.9749984741211,81.9749984741211,0.0
2023-06-12,70.2699966430664,70.33000183105469,66.80000305175781,67.12000274658203,67.12000274658203,404769.0,82.69000244140625,83.76499938964844,81.9749984741211,82.69000244140625,82.69000244140625,0.0
2023-06-13,67.30999755859375,69.83000183105469,67.1500015258789,69.41999816894531,69.41999816894531,366354.0,83.84500122070312,84.19149780273438,82.375,83.84500122070312,83.84500122070312,0.0
2023-06-14,69.3499984741211,70.48999786376953,68.06999969482422,68.2699966430664,68.2699966430664,304449.0,83.91500091552734,84.875,83.82499694824219,83.91500091552734,83.91500091552734,0.0
2023-06-15,68.69999694824219,70.95999908447266,67.97000122070312,70.62000274658203,70.62000274658203,115613.0,83.96499633789062,84.4749984741211,83.00250244140625,83.96499633789062,83.96499633789062,0.0
2023-06-16,70.55000305175781,71.88999938964844,69.94999694824219,71.77999877929688,71.77999877929688,99185.0,83.44499969482422,84.02200317382812,83.4124984741211,83.44499969482422,83.44499969482422,0.0
2023-06-20,71.44999694824219,72.08999633789062,69.6500015258789,70.5,70.5,430492.0,83.81500244140625,84.89700317382812,83.44499969482422,83.81500244140625,83.81500244140625,0.0
2023-06-21,70.9000015258789,72.72000122070312,70.80000305175781,72.52999877929688,72.52999877929688,264656.0,83.81500244140625,84.84950256347656,83.802001953125,84.71399688720703,84.71399688720703,0.0
2023-06-22,72.43000030517578,72.6500015258789,68.93000030517578,69.51000213623047,69.51000213623047,421348.0,83.61499786376953,84.06500244140625,82.48249816894531,83.61499786376953,83.61499786376953,0.0
2023-06-23,69.52999877929688,69.6500015258789,67.3499984741211,69.16000366210938,69.16000366210938,322475.0,80.94999694824219,84.87349700927734,80.94999694824219,80.94999694824219,80.94999694824219,0.0
2023-06-26,69.83999633789062,70.11000061035156,68.70999908447266,69.37000274658203,69.37000274658203,280116.0,83.61499786376953,86.9749984741211,83.61499786376953,83.61499786376953,83.61499786376953,0.0
2023-06-27,69.48999786376953,70.1500015258789,67.5,67.69999694824219,67.69999694824219,384752.0,84.375,85.55500030517578,84.375,84.375,84.375,0.0
2023-06-28,68.01000213623047,69.7300033569336,67.05000305175781,69.55999755859375,69.55999755859375,368295.0,85.33999633789062,86.83999633789062,84.76399993896484,85.33999633789062,85.33999633789062,0.0
2023-06-29,69.25,70.5999984741211,68.93000030517578,69.86000061035156,69.86000061035156,292865.0,85.8550033569336,87.71499633789062,85.8550033569336,85.8550033569336,85.8550033569336,0.0
2023-06-30,69.81999969482422,71.04000091552734,69.52999877929688,70.63999938964844,70.63999938964844,299873.0,86.82499694824219,89.76499938964844,86.82499694824219,86.82499694824219,86.82499694824219,0.0
2023-07-03,70.44999694824219,71.7699966430664,69.69000244140625,69.79000091552734,69.79000091552734,303479.0,87.91500091552734,89.91100311279297,87.91500091552734,87.91500091552734,87.91500091552734,0.0
2023-07-05,70.1500015258789,72.16999816894531,69.9000015258789,71.79000091552734,71.79000091552734,456809.0,90.96499633789062,91.15299987792969,89.07250213623047,89.96499633789062,89.96499633789062,0.0
2023-07-06,71.80000305175781,72.33999633789062,70.22000122070312,71.80000305175781,71.80000305175781,395381.0,91.21499633789062,94.53500366210938,90.21499633789062,91.21499633789062,91.21499633789062,0.0
2023-07-07,71.88999938964844,73.91999816894531,71.19000244140625,73.86000061035156,73.86000061035156,362632.0,91.21499633789062,92.37349700927734,91.06849670410156,91.21499633789062,91.21499633789062,0.0
2023-07-10,73.86000061035156,74.1500015258789,72.66999816894531,72.98999786376953,72.98999786376953,301014.0,91.2249984741211,92.02899932861328,90.50299835205078,91.2249984741211,91.2249984741211,0.0
2023-07-11,73.19000244140625,74.95999908447266,72.9800033569336,74.83000183105469,74.83000183105469,326883.0,90.51499938964844,90.94000244140625,89.73249816894531,90.51499938964844,90.51499938964844,0.0
2023-07-12,74.83000183105469,76.1500015258789,74.66999816894531,75.75,75.75,352887.0,90.46499633789062,90.94450378417969,89.91100311279297,90.46499633789062,90.46499633789062,0.0
2023-07-13,75.8499984741211,77.33000183105469,75.31999969482422,76.88999938964844,76.88999938964844,379728.0,90.46499633789062,91.34100341796875,89.5634994506836,90.46499633789062,90.46499633789062,0.0
2023-07-14,77.16000366210938,77.30000305175781,75.11000061035156,75.41999816894531,75.41999816894531,299576.0,90.09500122070312,90.56900024414062,89.59500122070312,90.09500122070312,90.09500122070312,0.0
2023-07-17,75.0199966430664,76.08999633789062,73.83999633789062,74.1500015258789,74.1500015258789,244785.0,90.21499633789062,90.85099792480469,89.71499633789062,90.21499633789062,90.21499633789062,0.0
2023-07-18,74.18000030517578,75.95999908447266,73.87999725341797,75.75,75.75,125092.0,90.56999969482422,91.16500091552734,89.9749984741211,90.56999969482422,90.56999969482422,0.0
2023-07-19,75.83999633789062,76.97000122070312,75.06999969482422,75.3499984741211,75.3499984741211,92920.0,90.46499633789062,91.6500015258789,90.22750091552734,90.96499633789062,90.96499633789062,0.0
2023-07-20,75.3499984741211,76.1500015258789,74.72000122070312,75.62999725341797,75.62999725341797,340962.0,91.91500091552734,91.91500091552734,90.22000122070312,91.91500091552734,91.91500091552734,0.0
2023-07-21,75.69999694824219,77.29000091552734,75.69000244140625,77.06999969482422,77.06999969482422,308106.0,90.06500244140625,91.06500244140625,89.9124984741211,90.06500244140625,90.06500244140625,0.0
2023-07-24,77.01000213623047,79.27999877929688,76.44000244140625,78.73999786376953,78.73999786376953,368285.0,90.46499633789062,91.02249908447266,89.83499908447266,90.46499633789062,90.46499633789062,0.0
2023-07-25,78.8499984741211,79.9000015258789,78.29000091552734,79.62999725341797,79.62999725341797,349600.0,90.41500091552734,90.44000244140625,88.92749786376953,90.41500091552734,90.41500091552734,0.0
2023-07-26,79.33999633789062,79.7699966430664,78.55000305175781,78.77999877929688,78.77999877929688,322031.0,90.16500091552734,90.375,89.60250091552734,90.16500091552734,90.16500091552734,0.0
2023-07-27,78.9000015258789,80.5999984741211,78.87000274658203,80.08999633789062,80.08999633789062,374358.0,89.96499633789062,90.76499938964844,89.36750030517578,89.96499633789062,89.96499633789062,0.0
2023-07-28,79.83999633789062,80.70999908447266,79.06999969482422,80.58000183105469,80.58000183105469,299547.0,90.66500091552734,92.23999786376953,89.77249908447266,90.66500091552734,90.66500091552734,0.0
2023-07-31,80.6500015258789,82.0,80.12999725341797,81.80000305175781,81.80000305175781,297270.0,92.0250015258789,92.46649932861328,91.2750015258789,92.0250015258789,92.0250015258789,0.0
2023-08-01,81.7300033569336,82.22000122070312,80.58999633789062,81.37000274658203,81.37000274658203,307859.0,91.61499786376953,92.1969985961914,91.3115005493164,91.61499786376953,91.61499786376953,0.0
2023-08-02,82.05000305175781,82.43000030517578,79.05000305175781,79.48999786376953,79.48999786376953,414825.0,92.375,94.4114990234375,91.95249938964844,92.375,92.375,0.0
2023-08-03,79.7699966430664,81.86000061035156,78.69000244140625,81.55000305175781,81.55000305175781,402641.0,94.01499938964844,94.66500091552734,93.07599639892578,94.01499938964844,94.01499938964844,0.0
2023-08-04,81.7300033569336,83.23999786376953,81.51000213623047,82.81999969482422,82.81999969482422,320873.0,94.96499633789062,97.36000061035156,94.14350128173828,94.96499633789062,94.96499633789062,0.0
2023-08-07,82.81999969482422,83.30000305175781,81.5199966430664,81.94000244140625,81.94000244140625,293036.0,95.83999633789062,97.01000213623047,95.18800354003906,95.83999633789062,95.83999633789062,0.0
2023-08-08,82.52999877929688,83.08000183105469,79.9000015258789,82.91999816894531,82.91999816894531,424545.0,95.71499633789062,97.65599822998047,95.01750183105469,95.71499633789062,95.71499633789062,0.0
2023-08-09,82.87999725341797,84.6500015258789,82.66999816894531,84.4000015258789,84.4000015258789,478140.0,97.16999816894531,98.35600280761719,95.71499633789062,97.16999816894531,97.16999816894531,0.0
2023-08-10,84.25,84.88999938964844,82.58000183105469,82.81999969482422,82.81999969482422,362188.0,96.83999633789062,97.80750274658203,96.30249786376953,96.83999633789062,96.83999633789062,0.0
2023-08-11,82.83000183105469,83.80999755859375,82.2300033569336,83.19000244140625,83.19000244140625,331254.0,96.98999786376953,99.33200073242188,96.989501953125,96.98999786376953,96.98999786376953,0.0
2023-08-14,83.08999633789062,83.19999694824219,81.76000213623047,82.51000213623047,82.51000213623047,277352.0,99.95999908447266,102.34500122070312,98.46499633789062,99.95999908447266,99.95999908447266,0.0
2023-08-15,82.5199966430664,82.91000366210938,80.4000015258789,80.98999786376953,80.98999786376953,303207.0,98.46499633789062,99.53900146484375,95.12000274658203,96.96499633789062,96.96499633789062,0.0
2023-08-16,81.2300033569336,81.43000030517578,79.05000305175781,79.37999725341797,79.37999725341797,325403.0,98.46499633789062,98.46499633789062,93.1510009765625,98.46499633789062,98.46499633789062,0.0
2023-08-17,79.25,81.08000183105469,78.94999694824219,80.38999938964844,80.38999938964844,235581.0,97.31500244140625,97.31500244140625,92.13249969482422,94.46399688720703,94.46399688720703,0.0
2023-08-18,80.04000091552734,81.61000061035156,79.58999633789062,81.25,81.25,128090.0,94.46499633789062,94.46499633789062,92.47000122070312,94.46499633789062,94.46499633789062,0.0
2023-08-21,81.43000030517578,82.47000122070312,80.61000061035156,80.72000122070312,80.72000122070312,115874.0,95.16500091552734,95.16500091552734,92.65149688720703,95.16500091552734,95.16500091552734,0.0
2023-08-22,80.80000305175781,80.98999786376953,80.0999984741211,80.3499984741211,80.3499984741211,287489.0,93.46499633789062,94.6875,93.46499633789062,93.46499633789062,93.46499633789062,0.0
2023-08-23,79.63999938964844,79.91000366210938,77.62000274658203,78.88999938964844,78.88999938964844,378146.0,94.46499633789062,94.91899871826172,93.50250244140625,94.46499633789062,94.46499633789062,0.0
2023-08-24,78.56999969482422,79.27999877929688,77.58999633789062,79.05000305175781,79.05000305175781,349230.0,93.96499633789062,95.08599853515625,93.96499633789062,94.96600341796875,94.96600341796875,0.0
2023-08-25,78.87999725341797,80.44999694824219,78.13999938964844,79.83000183105469,79.83000183105469,411409.0,94.46499633789062,95.65399932861328,93.76599884033203,94.46499633789062,94.46499633789062,0.0
2023-08-28,80.1500015258789,80.87000274658203,79.61000061035156,80.0999984741211,80.0999984741211,246584.0,95.46499633789062,95.87999725341797,94.46499633789062,95.46499633789062,95.46499633789062,0.0
2023-08-29,79.9800033569336,81.41000366210938,79.33999633789062,81.16000366210938,81.16000366210938,284168.0,94.46499633789062,96.49199676513672,93.41000366210938,94.46499633789062,94.46499633789062,0.0
2023-08-30,81.29000091552734,82.05000305175781,80.87999725341797,81.62999725341797,81.62999725341797,299418.0,95.38999938964844,97.02200317382812,95.37699890136719,95.38999938964844,95.38999938964844,0.0
2023-08-31,81.69999694824219,83.69000244140625,81.4800033569336,83.62999725341797,83.62999725341797,368848.0,96.26499938964844,96.73400115966797,95.33200073242188,96.26499938964844,96.26499938964844,0.0
2023-09-01,83.62999725341797,86.05999755859375,83.45999908447266,85.55000305175781,85.55000305175781,420461.0,95.83999633789062,96.6364974975586,95.66500091552734,95.83999633789062,95.83999633789062,0.0
2023-09-05,86.05999755859375,88.06999969482422,85.0199966430664,86.69000244140625,86.69000244140625,452908.0,96.21499633789062,98.10800170898438,96.21499633789062,96.21499633789062,96.21499633789062,0.0
2023-09-06,86.72000122070312,88.08000183105469,85.93000030517578,87.54000091552734,87.54000091552734,307115.0,96.73500061035156,98.38749694824219,96.73500061035156,96.73500061035156,96.73500061035156,0.0
2023-09-07,87.54000091552734,87.73999786376953,86.38999938964844,86.87000274658203,86.87000274658203,270736.0,97.76499938964844,98.56500244140625,97.17400360107422,97.76499938964844,97.76499938964844,0.0
2023-09-08,86.77999877929688,87.94999694824219,86.1500015258789,87.51000213623047,87.51000213623047,294437.0,98.46499633789062,98.46499633789062,97.2300033569336,98.46499633789062,98.46499633789062,0.0
2023-09-11,87.4000015258789,88.1500015258789,86.70999908447266,87.29000091552734,87.29000091552734,292388.0,97.71499633789062,97.71499633789062,95.18250274658203,97.71499633789062,97.71499633789062,0.0
2023-09-12,87.2699966430664,89.37000274658203,87.22000122070312,88.83999633789062,88.83999633789062,341137.0,95.01499938964844,95.21499633789062,93.07499694824219,95.01499938964844,95.01499938964844,0.0
2023-09-13,88.75,89.63999938964844,88.29000091552734,88.5199966430664,88.5199966430664,345972.0,95.96499633789062,96.5425033569336,94.5,94.86900329589844,94.86900329589844,0.0
2023-09-14,88.80999755859375,90.79000091552734,88.68000030517578,90.16000366210938,90.16000366210938,325270.0,95.96499633789062,96.89749908447266,95.61380004882812,95.96499633789062,95.96499633789062,0.0
2023-09-15,90.66999816894531,91.2300033569336,89.22000122070312,90.7699966430664,90.7699966430664,315003.0,95.46499633789062,97.1135025024414,95.46499633789062,95.46499633789062,95.46499633789062,0.0
2023-09-18,91.19999694824219,92.43000030517578,90.75,91.4800033569336,91.4800033569336,119258.0,96.76499938964844,97.12750244140625,95.54000091552734,96.76499938964844,96.76499938964844,0.0
2023-09-19,92.22000122070312,93.73999786376953,91.06999969482422,91.19999694824219,91.19999694824219,94597.0,95.91500091552734,96.71749877929688,94.8949966430664,95.91500091552734,95.91500091552734,0.0
2023-09-20,91.55000305175781,91.9800033569336,89.87000274658203,90.27999877929688,90.27999877929688,457854.0,95.96499633789062,97.10250091552734,95.88999938964844,97.46600341796875,97.46600341796875,0.0
2023-09-21,89.30000305175781,90.9800033569336,88.37000274658203,89.62999725341797,89.62999725341797,351032.0,95.98999786376953,96.61599731445312,95.3499984741211,95.98999786376953,95.98999786376953,0.0
2023-09-22,89.62000274658203,91.33000183105469,89.30999755859375,90.02999877929688,90.02999877929688,402087.0,95.16500091552734,96.21499633789062,95.16500091552734,96.06400299072266,96.06400299072266,0.0
2023-09-25,90.55000305175781,90.83000183105469,89.02999877929688,89.68000030517578,89.68000030517578,328369.0,96.26499938964844,96.47750091552734,95.09349822998047,96.26499938964844,96.26499938964844,0.0
2023-09-26,89.87999725341797,90.73999786376953,88.19000244140625,90.38999938964844,90.38999938964844,318016.0,94.80500030517578,97.46499633789062,94.80500030517578,94.80500030517578,94.80500030517578,0.0
2023-09-27,90.52999877929688,94.16999816894531,90.4000015258789,93.68000030517578,93.68000030517578,504630.0,95.16500091552734,97.48999786376953,95.16400146484375,96.56500244140625,96.56500244140625,0.0
2023-09-28,93.77999877929688,95.02999877929688,91.38999938964844,91.70999908447266,91.70999908447266,406709.0,97.03500366210938,97.33999633789062,96.57499694824219,96.06999969482422,96.06999969482422,0.0
2023-09-29,91.76000213623047,93.0999984741211,90.3499984741211,90.79000091552734,90.79000091552734,355782.0,96.61499786376953,97.96499633789062,95.5999984741211,96.61499786376953,96.61499786376953,0.0
2023-10-02,90.81999969482422,91.87999725341797,88.45999908447266,88.81999969482422,88.81999969482422,334493.0,97.96499633789062,99.46499633789062,97.69999694824219,97.96499633789062,97.96499633789062,0.0
2023-10-03,88.66999816894531,90.2699966430664,87.76000213623047,89.2300033569336,89.2300033569336,350659.0,98.76499938964844,100.26499938964844,98.16999816894531,98.76499938964844,98.76499938964844,0.0
2023-10-04,89.41999816894531,89.58999633789062,84.16000366210938,84.22000122070312,84.22000122070312,459995.0,100.96499633789062,100.96499633789062,98.40499877929688,100.96499633789062,100.96499633789062,0.0
2023-10-05,84.44999694824219,84.91999816894531,82.1500015258789,82.30999755859375,82.30999755859375,465997.0,99.46499633789062,100.13999938964844,99.1675033569336,99.46499633789062,99.46499633789062,0.0
2023-10-06,82.27999877929688,83.27999877929688,81.5,82.79000091552734,82.79000091552734,461139.0,100.08999633789062,101.58000183105469,99.18599700927734,100.08999633789062,100.08999633789062,0.0
2023-10-09,85.25,87.23999786376953,84.66999816894531,86.37999725341797,86.37999725341797,435037.0,100.96499633789062,103.00499725341797,98.86250305175781,100.96499633789062,100.96499633789062,0.0
2023-10-10,86.43000030517578,86.73999786376953,85.12000274658203,85.97000122070312,85.97000122070312,337654.0,99.21499633789062,100.7249984741211,98.61650085449219,99.21499633789062,99.21499633789062,0.0
2023-10-11,85.95999908447266,86.51000213623047,83.11000061035156,83.48999786376953,83.48999786376953,425395.0,100.26480102539062,100.63999938964844,99.44999694824219,100.26480102539062,100.26480102539062,0.0
2023-10-12,83.19999694824219,85.19999694824219,82.30999755859375,82.91000366210938,82.91000366210938,373492.0,100.46499633789062,100.46499633789062,95.9800033569336,97.71600341796875,97.71600341796875,0.0
2023-10-13,83.51000213623047,87.83000183105469,83.3499984741211,87.69000244140625,87.69000244140625,356863.0,97.69000244140625,97.85250091552734,96.19750213623047,97.69000244140625,97.69000244140625,0.0
2023-10-16,87.72000122070312,88.33000183105469,86.31999969482422,86.66000366210938,86.66000366210938,235780.0,97.66500091552734,98.06400299072266,96.9375,97.66500091552734,97.66500091552734,0.0
2023-10-17,87.05999755859375,87.75,85.5999984741211,86.66000366210938,86.66000366210938,197124.0,97.31500244140625,97.73999786376953,96.8550033569336,97.31500244140625,97.31500244140625,0.0
2023-10-18,87.80999755859375,89.87999725341797,87.19999694824219,88.31999969482422,88.31999969482422,92797.0,97.99500274658203,97.99500274658203,96.98600006103516,97.99500274658203,97.99500274658203,0.0
2023-10-19,88.23999786376953,90.68000030517578,86.5999984741211,89.37000274658203,89.37000274658203,72058.0,98.07499694824219,98.07499694824219,96.72750091552734,98.07499694824219,98.07499694824219,0.0
2023-10-20,90.27999877929688,90.77999877929688,88.33000183105469,88.75,88.75,311917.0,96.1500015258789,96.99250030517578,95.24250030517578,96.1500015258789,96.1500015258789,0.0
2023-10-23,88.0,88.29000091552734,85.3499984741211,85.48999786376953,85.48999786376953,315517.0,95.41500091552734,95.5250015258789,94.13999938964844,95.41500091552734,95.41500091552734,0.0
2023-10-24,86.1500015258789,86.30000305175781,82.94000244140625,83.73999786376953,83.73999786376953,370591.0,94.46499633789062,94.46499633789062,93.08899688720703,94.46499633789062,94.46499633789062,0.0
2023-10-25,83.69000244140625,85.55999755859375,82.08000183105469,85.38999938964844,85.38999938964844,429459.0,93.44499969482422,93.74099731445312,92.82150268554688,93.44499969482422,93.44499969482422,0.0
2023-10-26,85.37000274658203,85.58999633789062,82.55999755859375,83.20999908447266,83.20999908447266,341792.0,93.96499633789062,94.1449966430664,93.08999633789062,93.96499633789062,93.96499633789062,0.0
2023-10-27,83.52999877929688,85.9000015258789,83.0999984741211,85.54000091552734,85.54000091552734,333760.0,93.61499786376953,95.00450134277344,92.48249816894531,93.61499786376953,93.61499786376953,0.0
