Date,CL=F,RUB=X
2024-04-15,85.41000366210938,93.30000305175781
2024-04-16,85.36000061035156,93.30000305175781
2024-04-17,82.69000244140625,93.30000305175781
2024-04-18,82.7300033569336,94.13999938964844
2024-04-19,83.13999938964844,93.69999694824219
2024-04-22,82.8499984741211,93.69999694824219
2024-04-23,83.36000061035156,93.0199966430664
2024-04-24,82.80999755859375,93.0199966430664
2024-04-25,83.56999969482422,93.47000122070312
2024-04-26,83.8499984741211,92.2699966430664
2024-04-29,82.62999725341797,92.2699966430664
2024-04-30,81.93000030517578,93.41999816894531
2024-05-01,79.0,93.41999816894531
2024-05-02,78.94999694824219,93.26000213623047
2024-05-03,78.11000061035156,93.26000213623047
2024-05-06,78.4800033569336,93.26000213623047
2024-05-07,78.37999725341797,91.06999969482422
2024-05-08,78.98999786376953,91.06999969482422
2024-05-09,79.26000213623047,91.27999877929688
2024-05-10,78.26000213623047,91.62000274658203
2024-05-13,79.12000274658203,91.62000274658203
2024-05-14,78.0199966430664,91.62000274658203
2024-05-15,78.62999725341797,91.31999969482422
2024-05-16,79.2300033569336,90.74500274658203
2024-05-17,80.05999755859375,90.74500274658203
2024-05-20,79.80000305175781,90.74500274658203
2024-05-21,79.26000213623047,90.29000091552734
2024-05-22,77.56999969482422,90.31999969482422
2024-05-23,76.87000274658203,90.31999969482422
2024-05-24,77.72000122070312,91.62000274658203
2024-05-28,79.83000183105469,91.62000274658203
2024-05-29,79.2300033569336,91.62000274658203
2024-05-30,77.91000366210938,89.56999969482422
2024-05-31,76.98999786376953,89.56999969482422
2024-06-03,74.22000122070312,90.41999816894531
2024-06-04,73.25,89.31999969482422
2024-06-05,74.06999969482422,88.52999877929688
2024-06-06,75.55000305175781,89.04549407958984
2024-06-07,75.52999877929688,89.32048797607422
2024-06-10,77.73999786376953,88.8342514038086
2024-06-11,77.9000015258789,88.8700180053711
2024-06-12,78.5,89.24626922607422
2024-06-13,78.62000274658203,88.9970932006836
2024-06-14,78.44999694824219,87.87535095214844
2024-06-17,80.33000183105469,88.06436157226562
2024-06-18,81.56999969482422,88.72040557861328
2024-06-20,82.16999816894531,83.49625396728516
2024-06-21,80.7300033569336,87.37244415283203
2024-06-24,81.62999725341797,87.3442153930664
2024-06-25,80.83000183105469,87.99541473388672
2024-06-26,80.9000015258789,87.4979476928711
2024-06-27,81.73999786376953,88.2453842163086
2024-06-28,81.54000091552734,84.99630737304688
2024-07-01,83.37999725341797,85.50910186767578
2024-07-02,82.80999755859375,86.7470474243164
2024-07-03,83.87999725341797,87.84622192382812
2024-07-08,82.33000183105469,87.1934585571289
2024-07-09,81.41000366210938,86.61963653564453
2024-07-10,82.0999984741211,86.4906997680664
2024-07-11,82.62000274658203,88.34503173828125
2024-07-12,82.20999908447266,86.99708557128906
2024-07-15,81.91000366210938,86.76679992675781
2024-07-16,80.76000213623047,87.99429321289062
2024-07-17,82.8499984741211,88.49625396728516
2024-07-18,82.81999969482422,88.4801025390625
2024-07-19,80.12999725341797,88.39669799804688
2024-07-22,79.77999877929688,86.88471984863281
2024-07-23,76.95999908447266,87.84465789794922
2024-07-24,77.58999633789062,87.84552001953125
2024-07-25,78.27999877929688,86.23690795898438
2024-07-26,77.16000366210938,84.9942855834961
2024-07-29,77.16999816894531,86.58000183105469
